"LHS","RHS","support","confidence","coverage","lift","count"
"{ENSG00000135437_High,ER=Positive}","{PR=Positive}",0.34841628959276,0.855555555555556,0.407239819004525,1.33907774630154,385
"{ENSG00000135437_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.34841628959276,0.855555555555556,0.407239819004525,1.33907774630154,385
"{ENSG00000105011_Low,ER=Positive}","{PR=Positive}",0.347511312217195,0.855233853006682,0.406334841628959,1.33857423168893,384
"{ENSG00000105011_Low,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.347511312217195,0.855233853006682,0.406334841628959,1.33857423168893,384
"{ENSG00000119927_High,ER=Positive}","{PR=Positive}",0.335746606334842,0.854838709677419,0.392760180995475,1.33795577081239,371
"{ENSG00000119927_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.335746606334842,0.854838709677419,0.392760180995475,1.33795577081239,371
"{ENSG00000076555_High,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.360180995475113,0.987593052109181,0.364705882352941,1.33736559139785,398
"{ENSG00000117650_Low,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.360180995475113,0.987593052109181,0.364705882352941,1.33736559139785,398
"{ENSG00000101605_High,ER=Positive}","{PR=Positive}",0.323981900452489,0.854415274463007,0.379185520361991,1.33729302872751,358
"{ENSG00000101605_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.323981900452489,0.854415274463007,0.379185520361991,1.33729302872751,358
"{ENSG00000135437_High,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.34841628959276,0.987179487179487,0.352941176470588,1.33680555555556,385
"{ENSG00000123485_Low,ENSG00000175063_Low,PR=Positive}","{ER=Positive}",0.34841628959276,0.987179487179487,0.352941176470588,1.33680555555556,385
"{ENSG00000076555_High,ER=Positive}","{PR=Positive}",0.360180995475113,0.854077253218884,0.421719457013575,1.33676397281426,398
"{ENSG00000076555_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.360180995475113,0.854077253218884,0.421719457013575,1.33676397281426,398
"{ENSG00000123485_Low,ENSG00000170312_Low,PR=Positive}","{ER=Positive}",0.331221719457014,0.986522911051213,0.335746606334842,1.33591644204852,366
"{ENSG00000123485_Low,ENSG00000143228_Low,PR=Positive}","{ER=Positive}",0.330316742081448,0.986486486486487,0.334841628959276,1.33586711711712,365
"{ENSG00000123485_Low,PR=Positive}","{ER=Positive}",0.394570135746606,0.986425339366516,0.4,1.33578431372549,436
"{ENSG00000123485_Low,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.394570135746606,0.986425339366516,0.4,1.33578431372549,436
"{ENSG00000165410_Low,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.326696832579186,0.986338797814208,0.331221719457014,1.33566712204007,361
"{ENSG00000175063_Low,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.391855203619909,0.986332574031891,0.397285067873303,1.33565869400152,433
"{ENSG00000123485_Low,ENSG00000158402_Low,PR=Positive}","{ER=Positive}",0.323076923076923,0.986187845303867,0.327601809954751,1.33546270718232,357
"{ENSG00000172901_High,ER=Positive}","{PR=Positive}",0.331221719457014,0.853146853146853,0.388235294117647,1.33530775173835,366
"{ENSG00000172901_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.331221719457014,0.853146853146853,0.388235294117647,1.33530775173835,366
"{ENSG00000077152_Low,ENSG00000123485_Low,PR=Positive}","{ER=Positive}",0.320361990950226,0.986072423398329,0.324886877828054,1.33530640668524,354
"{ENSG00000123485_Low,ENSG00000183856_Low,PR=Positive}","{ER=Positive}",0.319457013574661,0.986033519553073,0.323981900452489,1.33525372439479,353
"{ENSG00000123485_Low,ENSG00000152253_Low,PR=Positive}","{ER=Positive}",0.319457013574661,0.986033519553073,0.323981900452489,1.33525372439479,353
"{ENSG00000143228_Low,PR=Positive}","{ER=Positive}",0.381900452488688,0.985981308411215,0.387330316742081,1.33518302180685,422
"{ENSG00000143228_Low,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.381900452488688,0.985981308411215,0.387330316742081,1.33518302180685,422
"{ENSG00000117650_Low,ENSG00000143228_Low,PR=Positive}","{ER=Positive}",0.316742081447964,0.985915492957746,0.321266968325792,1.33509389671362,350
"{ENSG00000170145_High,ER=Positive}","{PR=Positive}",0.304072398190045,0.852791878172589,0.356561085972851,1.33475216059591,336
"{ENSG00000170145_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.304072398190045,0.852791878172589,0.356561085972851,1.33475216059591,336
"{ENSG00000152253_Low,ENSG00000170312_Low,PR=Positive}","{ER=Positive}",0.310407239819005,0.985632183908046,0.314932126696833,1.33471024904215,343
"{ENSG00000117650_Low,ENSG00000123485_Low,PR=Positive}","{ER=Positive}",0.309502262443439,0.985590778097983,0.314027149321267,1.33465417867435,342
"{ENSG00000152253_Low,ENSG00000175063_Low,PR=Positive}","{ER=Positive}",0.309502262443439,0.985590778097983,0.314027149321267,1.33465417867435,342
"{ENSG00000117650_Low,ENSG00000169607_Low,PR=Positive}","{ER=Positive}",0.306787330316742,0.98546511627907,0.31131221719457,1.33448401162791,339
"{ENSG00000117650_Low,ENSG00000170312_Low,PR=Positive}","{ER=Positive}",0.306787330316742,0.98546511627907,0.31131221719457,1.33448401162791,339
"{ENSG00000127564_Low,ENSG00000175063_Low,PR=Positive}","{ER=Positive}",0.304072398190045,0.98533724340176,0.308597285067873,1.33431085043988,336
"{ENSG00000163815_High,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.363800904977376,0.985294117647059,0.369230769230769,1.33425245098039,402
"{ENSG00000131471_High,ER=Positive}","{PR=Positive}",0.350226244343891,0.852422907488987,0.410859728506787,1.33417466398772,387
"{ENSG00000131471_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.350226244343891,0.852422907488987,0.410859728506787,1.33417466398772,387
"{ENSG00000076555_High,PR=Positive}","{ER=Positive}",0.360180995475113,0.985148514851485,0.365610859728507,1.33405528052805,398
"{ENSG00000117650_Low,PR=Positive}","{ER=Positive}",0.360180995475113,0.985148514851485,0.365610859728507,1.33405528052805,398
"{ENSG00000158402_Low,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.357466063348416,0.985037406483791,0.36289592760181,1.33390482128013,395
