"Feature","Gain","Cover","Frequency"
"ENSG00000256612",0.000116366904079203,0.000237059392653381,0.000930665425779432
"ENSG00000211651",0.000114271894007857,0.000243233955103525,0.000930665425779432
"ENSG00000121270",0.000112984503584718,0.000432273450430745,0.000930665425779432
"ENSG00000134827",0.000112307741585036,0.000971813449321417,0.00186133085155886
"ENSG00000119866",0.000112259000591217,0.000506725753387201,0.000465332712889716
"ENSG00000114805",0.00010134645587672,0.000165404792612284,0.000465332712889716
"ENSG00000170743",0.00010066405586133,0.000186106700556503,0.000465332712889716
"ENSG00000107954",9.91315596658105e-05,0.000354845571607539,0.000930665425779432
"ENSG00000244468",9.81561655470905e-05,0.000244253109270145,0.000930665425779432
"ENSG00000211937",9.76906899261835e-05,0.000225236686127026,0.000930665425779432
"ENSG00000211892",9.40201067831314e-05,0.000479186296514457,0.000465332712889716
"ENSG00000148053",9.38588229911959e-05,0.00039259690623087,0.000465332712889716
"ENSG00000108018",9.27303149829318e-05,0.000284311052966661,0.000930665425779432
"ENSG00000169347",9.15259112786514e-05,0.000134523800736514,0.000465332712889716
"ENSG00000248360",9.10999191689816e-05,0.000256293472154452,0.000930665425779432
"ENSG00000155093",8.78765315989939e-05,0.000371209973518307,0.000465332712889716
"ENSG00000179023",8.72219649358399e-05,0.000579754108651473,0.00186133085155886
"ENSG00000163362",8.69677234898592e-05,0.000212306401126404,0.000930665425779432
"ENSG00000170419",8.36883733935874e-05,0.000481712369597538,0.000930665425779432
"ENSG00000141750",8.23748114407435e-05,0.000429135667929459,0.000930665425779432
"ENSG00000211934",7.92011045338595e-05,0.000506291916920388,0.00139599813866915
"ENSG00000126778",7.84953171940521e-05,0.000258335335536518,0.000930665425779432
"ENSG00000131746",7.10581132268029e-05,0.000161555307412697,0.000465332712889716
"ENSG00000100985",7.00940299420644e-05,0.00024353117827459,0.000465332712889716
"ENSG00000197249",6.85271488112414e-05,0.000345923905432733,0.000930665425779432
"ENSG00000278196",6.5186524447035e-05,0.000166733461983196,0.000465332712889716
"ENSG00000154654",6.49601381048942e-05,0.000171050586740967,0.000465332712889716
"ENSG00000211662",6.05018771840082e-05,0.000180120465311501,0.000465332712889716
"ENSG00000134184",6.01051235801806e-05,0.000443285425059745,0.000930665425779432
"ENSG00000074211",5.65806198580002e-05,0.000437520521731649,0.000465332712889716
"ENSG00000211941",5.59324568670081e-05,0.000407650820736539,0.000465332712889716
"ENSG00000138449",5.56226748758571e-05,8.00747934388137e-05,0.000465332712889716
"ENSG00000164199",5.48948531613895e-05,0.000325383707018766,0.000465332712889716
"ENSG00000166426",5.28170094557706e-05,0.000204048580064652,0.000930665425779432
"ENSG00000108176",5.12542176264639e-05,0.000158965966511539,0.000930665425779432
"ENSG00000197253",4.85265143047556e-05,0.000498398744447252,0.00139599813866915
"ENSG00000255974",4.81998139161607e-05,0.000298341474941042,0.000465332712889716
"ENSG00000156738",4.64966459365015e-05,8.51103845259123e-05,0.000465332712889716
"ENSG00000259459",4.49147910016151e-05,0.000188753841128604,0.000930665425779432
"ENSG00000166106",4.29857717692688e-05,0.000148338931364239,0.000465332712889716
"ENSG00000095739",4.28002653913298e-05,0.000189841414921344,0.000465332712889716
"ENSG00000135374",4.25998548144598e-05,0.000126494210796591,0.000465332712889716
"ENSG00000106819",4.05753416910638e-05,0.000244943888397181,0.000930665425779432
"ENSG00000211598",3.98561423123468e-05,0.000201103945173694,0.000465332712889716
"ENSG00000286379",3.95554916444755e-05,0.000234828343431499,0.000930665425779432
"ENSG00000170099",3.90410749149945e-05,0.000124309249167425,0.000465332712889716
"ENSG00000188488",3.86878897735997e-05,0.000245027868893795,0.000465332712889716
"ENSG00000122584",3.81331803732198e-05,0.000189426724501383,0.000465332712889716
"ENSG00000102854",3.73716654244494e-05,7.20075591471354e-05,0.000465332712889716
"ENSG00000139219",3.66646991477155e-05,0.000226771909860192,0.000465332712889716
"ENSG00000101938",3.47523459942089e-05,0.000205427050246651,0.000465332712889716
"ENSG00000256870",3.20231461621584e-05,0.000189040067750336,0.000465332712889716
"ENSG00000105141",3.12936321729143e-05,0.000155731489694959,0.000465332712889716
"ENSG00000109906",2.94161946938447e-05,7.54976605443959e-05,0.000465332712889716
"ENSG00000150051",2.90636098967151e-05,0.000159769995032933,0.000465332712889716
"ENSG00000211899",2.87005604029922e-05,0.000146216326195293,0.000930665425779432
"ENSG00000211893",2.82747792838793e-05,7.78071242012779e-05,0.000465332712889716
"ENSG00000175426",2.82018004779341e-05,0.000122833022674615,0.000465332712889716
"ENSG00000104332",2.60336680400574e-05,0.000104784220553915,0.000465332712889716
"ENSG00000054598",2.14769115067959e-05,7.19931280591074e-05,0.000465332712889716
"ENSG00000211668",2.14520864013667e-05,7.51693457598758e-05,0.000465332712889716
"ENSG00000106809",2.14008461482699e-05,0.000100378257234928,0.000465332712889716
"ENSG00000166819",2.08648866303748e-05,7.10483587700257e-05,0.000465332712889716
"ENSG00000148488",1.95059247300572e-05,0.000323281437934202,0.000930665425779432
"ENSG00000196542",1.78592978693435e-05,8.73762235158537e-05,0.000465332712889716
"ENSG00000211947",1.55914626050798e-05,0.000180849250320681,0.000465332712889716
"ENSG00000170500",1.51464465427171e-05,7.42081042424449e-05,0.000465332712889716
"ENSG00000078898",9.59030060899179e-06,6.3958069972051e-05,0.000465332712889716
"ENSG00000113296",9.0446605398207e-06,0.000219076795785169,0.000930665425779432
"ENSG00000211945",7.6553638528288e-06,7.44270862118217e-05,0.000465332712889716
"ENSG00000108576",5.7252309383674e-06,0.000181317341791853,0.000930665425779432
"ENSG00000123500",3.9692761665804e-06,7.67366025918855e-05,0.000465332712889716
"ENSG00000109321",2.9692592323467e-06,7.08747262688204e-05,0.000465332712889716
"ENSG00000065618",1.89439937972121e-06,9.39801108348303e-05,0.000465332712889716
"ENSG00000167588",1.69196155337598e-06,0.00012755179263081,0.000465332712889716
"ENSG00000166006",1.26923218427772e-06,7.11326104144314e-05,0.000465332712889716
"ENSG00000171385",3.86308483677666e-07,0.000143327366984243,0.000465332712889716
"ENSG00000168702",3.71491291161831e-07,8.27348285947893e-05,0.000465332712889716
"ENSG00000270550",3.19635467677172e-07,9.25195732545267e-05,0.000465332712889716
