"miRNA","mRNA","correlation"
"hsa-mir-135b","ENSG00000158186",0.440846778546868
"hsa-mir-889","ENSG00000126218",0.440758198017598
"hsa-let-7c","ENSG00000198932",0.440721735338547
"hsa-mir-337","ENSG00000180660",0.44071819570555
"hsa-mir-577","ENSG00000164045",0.440637353980839
"hsa-mir-889","ENSG00000127920",0.440633406363831
"hsa-mir-190b","ENSG00000272620",-0.440540899340285
"hsa-mir-381","ENSG00000106809",0.440348809774073
"hsa-mir-204","ENSG00000152578",0.440261044264137
"hsa-mir-379","ENSG00000261039",0.440239611088807
"hsa-mir-125b-2","ENSG00000160801",0.440173358773176
"hsa-mir-577","ENSG00000174502",0.44015844950294
"hsa-mir-577","ENSG00000142945",0.4401280518569
"hsa-mir-381","ENSG00000154263",0.440123596396118
"hsa-mir-337","ENSG00000104415",0.440037048454188
"hsa-mir-105-2","ENSG00000147381",0.439903001127933
"hsa-mir-337","ENSG00000163431",0.439879178314863
"hsa-mir-204","ENSG00000138722",0.439873533170301
"hsa-mir-210","ENSG00000240583",-0.439838569604737
"hsa-mir-5683","ENSG00000241644",0.439832808924705
"hsa-mir-125b-1","ENSG00000182916",0.439800470819245
"hsa-mir-381","ENSG00000130176",0.43968903583195
"hsa-mir-139","ENSG00000266524",0.439631305198518
"hsa-mir-100","ENSG00000133392",0.439628636698405
"hsa-let-7c","ENSG00000119771",0.439610471665734
"hsa-mir-150","ENSG00000156234",0.439558351001195
"hsa-mir-934","ENSG00000167964",-0.439556310700629
"hsa-mir-379","ENSG00000167779",0.439539292547939
"hsa-mir-410","ENSG00000234456",0.439533462365435
"hsa-mir-5683","ENSG00000167676",0.439493293752364
"hsa-mir-150","ENSG00000197245",0.439459840322777
"hsa-mir-381","ENSG00000103647",0.439353992275433
"hsa-mir-190b","ENSG00000085840",-0.439334414372801
"hsa-mir-654","ENSG00000177363",0.439205062230367
"hsa-mir-204","ENSG00000189056",0.439173631840462
"hsa-mir-204","ENSG00000276365",0.439168798421096
"hsa-mir-100","ENSG00000154263",0.43915789633943
"hsa-mir-5683","ENSG00000184113",0.439156689401954
"hsa-mir-758","ENSG00000173421",0.439109722821881
"hsa-mir-577","ENSG00000205325",0.43906046647798
"hsa-mir-379","ENSG00000131016",0.439022069947587
"hsa-let-7c","ENSG00000184113",0.438833342793907
"hsa-mir-381","ENSG00000180139",0.438810985462647
"hsa-mir-934","ENSG00000077264",0.438705386390675
"hsa-mir-577","ENSG00000085999",0.438662172922128
"hsa-mir-139","ENSG00000154721",0.438649201605172
"hsa-mir-934","ENSG00000168309",0.438528628307454
"hsa-let-7c","ENSG00000135424",0.438516586930792
"hsa-mir-135b","ENSG00000231768",0.438497812909995
"hsa-mir-1-1","ENSG00000141052",0.438455611493284
"hsa-mir-483","ENSG00000149451",0.438438402144742
"hsa-mir-577","ENSG00000125508",-0.438411650244942
"hsa-mir-411","ENSG00000106809",0.438373068117812
"hsa-mir-379","ENSG00000164736",0.438319301158805
"hsa-mir-758","ENSG00000180660",0.438288300909707
"hsa-mir-577","ENSG00000137090",0.438250682589715
"hsa-mir-5683","ENSG00000168079",0.438222890901814
"hsa-mir-125b-2","ENSG00000233608",0.438166179869578
"hsa-mir-223","ENSG00000198624",0.438141502898159
"hsa-mir-100","ENSG00000141338",0.438100305981349
"hsa-mir-337","ENSG00000173421",0.438033472707581
"hsa-mir-204","ENSG00000106511",0.438032320993467
"hsa-mir-379","ENSG00000141338",0.438009220884002
"hsa-mir-337","ENSG00000127920",0.43798820255475
"hsa-mir-410","ENSG00000164736",0.437891044505678
"hsa-let-7c","ENSG00000131386",0.437798889767516
"hsa-mir-99a","ENSG00000138722",0.437753580193026
"hsa-mir-30a","ENSG00000182481",-0.437719407726898
"hsa-mir-99a","ENSG00000130176",0.437697741349901
"hsa-mir-337","ENSG00000197083",0.437666240673319
"hsa-let-7c","ENSG00000165124",0.437630751209126
"hsa-mir-135b","ENSG00000183674",0.437627072035257
"hsa-mir-99a","ENSG00000165124",0.437517886223239
"hsa-mir-100","ENSG00000197245",0.437434492166561
"hsa-mir-934","ENSG00000165731",-0.437409212474575
"hsa-mir-5683","ENSG00000189129",0.437317316996067
"hsa-let-7c","ENSG00000203727",0.437259142850533
"hsa-mir-654","ENSG00000172935",0.437204642605977
"hsa-mir-758","ENSG00000101955",0.437154570121765
"hsa-mir-210","ENSG00000154258",-0.437131440474388
"hsa-mir-125b-1","ENSG00000154721",0.436981810738319
"hsa-mir-577","ENSG00000129151",0.436975786587038
"hsa-let-7c","ENSG00000164330",0.436910923866303
"hsa-mir-486-1","ENSG00000244734",0.436908509621981
"hsa-mir-379","ENSG00000105974",0.436852938085604
"hsa-mir-381","ENSG00000168490",0.436833633800828
"hsa-mir-125b-1","ENSG00000160801",0.436580635144701
"hsa-mir-135b","ENSG00000149970",0.436436347013429
"hsa-mir-379","ENSG00000173421",0.436300441370124
"hsa-mir-139","ENSG00000120049",0.436290483814788
"hsa-mir-190b","ENSG00000111981",-0.436253003930408
"hsa-let-7c","ENSG00000078596",0.436200772127805
"hsa-mir-381","ENSG00000164946",0.436117441789187
"hsa-mir-577","ENSG00000240280",0.435991495853964
"hsa-mir-452","ENSG00000173432",0.435948624112178
"hsa-mir-99a","ENSG00000226237",0.435849593143828
"hsa-mir-30a","ENSG00000101057",-0.435841226668611
"hsa-mir-190b","ENSG00000173894",-0.435827291859787
"hsa-let-7c","ENSG00000052850",0.435793120557852
"hsa-mir-204","ENSG00000137225",0.435762871737524
"hsa-mir-135b","ENSG00000105173",0.435665340331148
"hsa-mir-934","ENSG00000099812",-0.435589228200257
"hsa-mir-150","ENSG00000134028",0.435511888426115
"hsa-mir-577","ENSG00000111206",0.435408512026313
"hsa-mir-190b","ENSG00000204338",0.435338533441893
"hsa-mir-411","ENSG00000154721",0.435331410694061
"hsa-mir-411","ENSG00000143196",0.43530374891405
"hsa-mir-135b","ENSG00000103355",0.435278744703194
"hsa-mir-210","ENSG00000154330",-0.435096855908506
"hsa-mir-135b","ENSG00000287853",0.435094452935758
"hsa-mir-432","ENSG00000103647",0.435086550183794
"hsa-mir-577","ENSG00000173237",0.435072200981523
"hsa-mir-889","ENSG00000182916",0.435039820515515
"hsa-mir-210","ENSG00000154263",-0.435024381805516
"hsa-mir-379","ENSG00000184113",0.434981844380649
"hsa-mir-210","ENSG00000169744",-0.434927090188037
"hsa-mir-190b","ENSG00000132749",0.434733790569583
"hsa-mir-758","ENSG00000165124",0.434720598498106
"hsa-mir-100","ENSG00000160801",0.434299777646969
"hsa-mir-758","ENSG00000132840",0.43419088757547
"hsa-mir-519a-1","ENSG00000069482",0.434180236208528
"hsa-mir-934","ENSG00000224559",-0.434151846767703
"hsa-mir-449a","ENSG00000179813",0.43407509456989
"hsa-mir-125b-1","ENSG00000233608",0.433995692191393
"hsa-mir-379","ENSG00000132840",0.433893946594322
"hsa-mir-381","ENSG00000213088",0.433787489114721
"hsa-mir-105-1","ENSG00000147381",0.433659543622977
"hsa-mir-135b","ENSG00000162482",-0.433654002617776
"hsa-mir-1-2","ENSG00000141052",0.433556850637289
"hsa-mir-204","ENSG00000005102",0.433511164540004
"hsa-mir-577","ENSG00000103257",0.433314002311337
"hsa-mir-139","ENSG00000004799",0.433292685676886
"hsa-mir-190b","ENSG00000204052",0.433247970884925
"hsa-mir-100","ENSG00000156298",0.433202048839864
"hsa-mir-411","ENSG00000127920",0.433202028847022
"hsa-mir-758","ENSG00000128918",0.433082408336881
"hsa-mir-125b-2","ENSG00000241684",0.433039656150791
"hsa-mir-125b-2","ENSG00000149575",0.432995370060217
"hsa-mir-139","ENSG00000164330",0.432945135471873
"hsa-let-7c","ENSG00000078549",0.432923084906796
"hsa-mir-99a","ENSG00000108001",0.432915977704199
"hsa-mir-30a","ENSG00000088325",-0.432863897549219
"hsa-mir-125b-2","ENSG00000182463",0.432840338786893
"hsa-mir-449a","ENSG00000231057",0.43283368174033
"hsa-mir-337","ENSG00000108821",0.432778727859823
"hsa-mir-449b","ENSG00000226321",0.432772442976071
"hsa-mir-210","ENSG00000276409",-0.432765307181569
"hsa-mir-379","ENSG00000197083",0.432763986570418
"hsa-mir-210","ENSG00000231246",-0.432660200811159
"hsa-mir-30a","ENSG00000115163",-0.43259408226829
"hsa-let-7c","ENSG00000261468",0.432522158912783
"hsa-mir-204","ENSG00000126895",0.432271442996246
"hsa-mir-410","ENSG00000249669",0.432227249778243
"hsa-mir-5683","ENSG00000181092",0.432220902088137
"hsa-mir-204","ENSG00000161649",0.432193930907497
"hsa-mir-100","ENSG00000169744",0.431939796588465
"hsa-mir-99a","ENSG00000127920",0.431865636469628
"hsa-mir-190b","ENSG00000006377",-0.431849310742642
"hsa-mir-223","ENSG00000173432",0.431765630844014
"hsa-mir-210","ENSG00000184113",-0.431762462084429
"hsa-mir-190b","ENSG00000283526",0.431737065777142
"hsa-mir-99a","ENSG00000186642",0.43173605317554
"hsa-let-7c","ENSG00000004776",0.43167150410152
"hsa-mir-5683","ENSG00000277494",0.431541867177946
"hsa-mir-577","ENSG00000140451",0.431430697069826
"hsa-mir-99a","ENSG00000126218",0.43142795706788
"hsa-mir-190b","ENSG00000175920",0.431416702308298
"hsa-mir-767","ENSG00000147381",0.431414482014758
"hsa-mir-577","ENSG00000178999",0.431402126139787
"hsa-mir-125b-1","ENSG00000149575",0.43139671939802
"hsa-mir-210","ENSG00000174059",-0.431371134081991
"hsa-mir-139","ENSG00000177098",0.431286594588798
"hsa-mir-190b","ENSG00000240280",-0.431263799318701
"hsa-mir-381","ENSG00000126895",0.431237147578394
"hsa-mir-190b","ENSG00000075886",0.431220394719441
"hsa-mir-224","ENSG00000147697",0.431220030411038
"hsa-let-7c","ENSG00000085563",0.431213108305278
"hsa-mir-375","ENSG00000160182",0.431160957988626
"hsa-mir-1247","ENSG00000213088",0.431023913206396
"hsa-mir-99a","ENSG00000145362",0.430926135165216
"hsa-let-7c","ENSG00000160161",0.430878587378621
"hsa-mir-452","ENSG00000182118",0.430877240825133
"hsa-mir-125b-1","ENSG00000241684",0.430871812038491
"hsa-mir-411","ENSG00000017427",0.430837745339997
"hsa-mir-135b","ENSG00000088386",0.430829319892404
"hsa-mir-486-2","ENSG00000244734",0.430817247381349
"hsa-mir-190b","ENSG00000279930",0.430796275748579
"hsa-mir-135b","ENSG00000006377",0.430745309568786
"hsa-mir-934","ENSG00000135046",0.43072345397873
"hsa-mir-381","ENSG00000167779",0.430704651015926
"hsa-mir-30a","ENSG00000129810",-0.430676914972024
"hsa-mir-99a","ENSG00000164736",0.430657552028346
"hsa-mir-934","ENSG00000111981",0.430637933720139
"hsa-mir-100","ENSG00000186642",0.430608740914516
"hsa-mir-379","ENSG00000172458",0.430593779192108
"hsa-let-7c","ENSG00000149090",0.430582875915185
"hsa-mir-5683","ENSG00000167588",0.430560474534683
"hsa-mir-135b","ENSG00000160345",-0.430409332106151
"hsa-let-7c","ENSG00000154330",0.430357699490031
"hsa-mir-889","ENSG00000133466",0.430293111178989
"hsa-mir-100","ENSG00000187942",0.430181295927498
"hsa-mir-379","ENSG00000185610",0.430155059995167
"hsa-mir-125b-2","ENSG00000172935",0.430079844054085
"hsa-mir-889","ENSG00000143196",0.42999677331068
"hsa-mir-100","ENSG00000187260",0.429979722582959
"hsa-mir-100","ENSG00000226237",0.4299109229832
"hsa-mir-100","ENSG00000147113",0.429897471778081
"hsa-mir-196a-2","ENSG00000277129",0.429845513663179
"hsa-mir-99a","ENSG00000133392",0.429811479738143
"hsa-mir-100","ENSG00000164736",0.429768473943538
"hsa-mir-30a","ENSG00000011426",-0.429699240549374
"hsa-mir-99a","ENSG00000126895",0.42969498548481
"hsa-mir-135b","ENSG00000197308",-0.429669611244897
"hsa-mir-577","ENSG00000154839",0.42961008912008
"hsa-mir-889","ENSG00000160161",0.429607759373097
"hsa-mir-5683","ENSG00000184811",0.429548995356811
"hsa-mir-5683","ENSG00000231246",0.429530358672949
"hsa-mir-410","ENSG00000103647",0.429521742220309
"hsa-mir-410","ENSG00000017427",0.429461779310515
"hsa-mir-105-2","ENSG00000268089",0.429439872906821
"hsa-mir-889","ENSG00000164736",0.429325011353484
"hsa-mir-139","ENSG00000165197",0.429315057623709
"hsa-mir-100","ENSG00000163687",0.429151956669504
"hsa-mir-190b","ENSG00000188505",-0.429148850722724
"hsa-mir-1247","ENSG00000017427",0.429125940053236
"hsa-mir-190b","ENSG00000167646",0.428956648987893
"hsa-mir-758","ENSG00000149575",0.428910593495372
"hsa-mir-190b","ENSG00000224853",-0.428852829508916
"hsa-mir-337","ENSG00000128918",0.428841286299522
"hsa-mir-196a-1","ENSG00000277129",0.428836807883305
"hsa-mir-99a","ENSG00000073282",0.428765686954529
"hsa-mir-411","ENSG00000092607",0.428688235957408
"hsa-mir-150","ENSG00000198885",0.428661293820528
"hsa-mir-577","ENSG00000169679",0.428654770005759
"hsa-mir-125b-1","ENSG00000182463",0.428633937288897
"hsa-mir-150","ENSG00000112782",0.428599998634485
"hsa-mir-99a","ENSG00000197245",0.428558985519536
"hsa-mir-379","ENSG00000120738",0.428551950544661
"hsa-mir-99a","ENSG00000085563",0.428551491096368
"hsa-mir-204","ENSG00000073282",0.428515632777582
"hsa-mir-337","ENSG00000261039",0.42846996876826
"hsa-mir-99a","ENSG00000181234",0.428339118306987
"hsa-mir-577","ENSG00000103260",-0.428329273241001
"hsa-mir-30a","ENSG00000138180",-0.428319277625012
"hsa-mir-99a","ENSG00000187942",0.428264212112512
"hsa-mir-99a","ENSG00000143196",0.428212620709938
"hsa-mir-99a","ENSG00000204065",0.428207828161685
"hsa-mir-210","ENSG00000137960",-0.428203155885673
"hsa-mir-204","ENSG00000101938",0.428178713319335
"hsa-mir-337","ENSG00000133466",0.427886160657882
"hsa-mir-100","ENSG00000119147",0.427830397123769
"hsa-let-7c","ENSG00000104888",0.427825182429718
"hsa-mir-125b-2","ENSG00000106809",0.427785772471896
"hsa-mir-934","ENSG00000198947",0.427754990695593
"hsa-mir-100","ENSG00000130176",0.427746081834932
"hsa-mir-100","ENSG00000126895",0.427570551993865
"hsa-mir-934","ENSG00000182118",0.427566750950307
"hsa-mir-204","ENSG00000085563",0.427541091027577
"hsa-mir-105-1","ENSG00000268089",0.42753290333218
"hsa-mir-210","ENSG00000187800",-0.427494787675448
"hsa-mir-125b-2","ENSG00000180660",0.427395740844521
"hsa-mir-449a","ENSG00000160345",0.427331033239338
"hsa-mir-432","ENSG00000154721",0.427279466996074
"hsa-mir-135b","ENSG00000108932",-0.427277563055536
"hsa-mir-1247","ENSG00000149451",0.4272281578508
"hsa-mir-135b","ENSG00000152977",0.427143161759881
"hsa-mir-139","ENSG00000120129",0.427073238867104
"hsa-mir-934","ENSG00000226329",0.427069033494568
"hsa-mir-577","ENSG00000183150",0.427054593270476
"hsa-mir-432","ENSG00000144642",0.427048445837047
"hsa-mir-139","ENSG00000225938",0.427040966180415
"hsa-mir-204","ENSG00000186642",0.426987483275248
"hsa-mir-99a","ENSG00000128016",0.426982044736228
"hsa-mir-337","ENSG00000182463",0.426974302267507
"hsa-mir-337","ENSG00000141338",0.426958117936262
"hsa-mir-139","ENSG00000261468",0.426907854349356
"hsa-mir-139","ENSG00000092009",0.426874452386821
"hsa-mir-204","ENSG00000285051",0.426820074615271
"hsa-mir-379","ENSG00000182463",0.426770232635589
"hsa-let-7c","ENSG00000022267",0.42675585676242
"hsa-mir-204","ENSG00000168824",0.426582729628392
"hsa-mir-204","ENSG00000133392",0.426481408307197
"hsa-mir-100","ENSG00000168874",0.426420003557043
"hsa-mir-210","ENSG00000013297",-0.426416581592134
"hsa-mir-210","ENSG00000106511",-0.4264159894993
"hsa-mir-139","ENSG00000279204",0.42638010680144
"hsa-mir-139","ENSG00000137960",0.426325219105435
"hsa-mir-432","ENSG00000133466",0.426245381535144
"hsa-mir-654","ENSG00000103647",0.426194066855435
"hsa-mir-100","ENSG00000013297",0.426162922404224
"hsa-mir-224","ENSG00000143546",0.426157224902987
"hsa-mir-577","ENSG00000256612",-0.426113347438489
"hsa-mir-889","ENSG00000183722",0.426037054502823
"hsa-mir-99a","ENSG00000116194",0.426026472406854
"hsa-mir-204","ENSG00000104888",0.426026030681779
"hsa-mir-139","ENSG00000154330",0.426025800182327
"hsa-mir-100","ENSG00000145362",0.426017840825582
"hsa-mir-486-1","ENSG00000188536",0.426002386548899
"hsa-mir-758","ENSG00000172458",0.42596617111491
"hsa-mir-190b","ENSG00000103257",-0.425918284958712
"hsa-mir-125b-1","ENSG00000226237",0.425905322188727
"hsa-mir-100","ENSG00000184113",0.425895241736558
"hsa-mir-125b-1","ENSG00000172935",0.42588734505991
"hsa-mir-577","ENSG00000269516",-0.425788440002075
"hsa-mir-125b-2","ENSG00000226237",0.425717869783206
"hsa-mir-934","ENSG00000125508",-0.425464332423001
"hsa-let-7c","ENSG00000163513",0.425420630182818
"hsa-mir-30a","ENSG00000169679",-0.425403496759133
"hsa-mir-99a","ENSG00000275152",0.425361726316946
"hsa-mir-139","ENSG00000101280",0.425325443409148
"hsa-mir-150","ENSG00000106511",0.425294382932361
"hsa-let-7c","ENSG00000165072",0.425225865587964
"hsa-mir-577","ENSG00000144130",0.425201836752879
"hsa-mir-125b-1","ENSG00000180660",0.425162997384761
"hsa-mir-411","ENSG00000187260",0.425130529053979
"hsa-mir-100","ENSG00000233608",0.425117957168483
"hsa-mir-100","ENSG00000170989",0.425086966363168
"hsa-mir-100","ENSG00000148180",0.425038118377551
"hsa-mir-410","ENSG00000160161",0.425023538614586
"hsa-let-7c","ENSG00000182836",0.425011900473084
"hsa-mir-5683","ENSG00000163687",0.424992231160055
"hsa-mir-125b-2","ENSG00000101955",0.424923723076787
"hsa-mir-99a","ENSG00000163687",0.424917806169847
"hsa-mir-577","ENSG00000123473",0.424800877626534
"hsa-mir-139","ENSG00000078596",0.424681412672781
"hsa-mir-204","ENSG00000124205",0.42465545542542
"hsa-mir-99a","ENSG00000147113",0.424640047844389
"hsa-mir-204","ENSG00000166257",0.424543348366895
"hsa-mir-452","ENSG00000165507",0.424532060602389
"hsa-mir-577","ENSG00000130287",0.424476507022059
"hsa-mir-204","ENSG00000078596",0.424470237320054
"hsa-mir-139","ENSG00000167588",0.424447953566156
"hsa-mir-139","ENSG00000280339",0.424431010970822
"hsa-mir-204","ENSG00000137960",0.424407559867327
"hsa-mir-99a","ENSG00000188783",0.42440447747621
"hsa-mir-381","ENSG00000144642",0.424365214022332
"hsa-mir-150","ENSG00000168079",0.424211964260528
"hsa-mir-204","ENSG00000154258",0.424140761953321
"hsa-mir-411","ENSG00000103647",0.424138606263151
"hsa-mir-375","ENSG00000214530",0.42412848482316
"hsa-mir-135b","ENSG00000174502",0.424091984514676
"hsa-mir-577","ENSG00000109255",0.424034408630312
"hsa-mir-1-2","ENSG00000241644",0.424031508095712
"hsa-mir-432","ENSG00000092607",0.424027381029124
"hsa-mir-381","ENSG00000187800",0.42401030618508
"hsa-mir-486-2","ENSG00000188536",0.423977285679501
"hsa-mir-99a","ENSG00000137960",0.423961349086232
"hsa-mir-125b-1","ENSG00000106809",0.42388318455208
"hsa-mir-654","ENSG00000154721",0.423873082711613
"hsa-mir-210","ENSG00000108001",-0.423863287132282
"hsa-let-7c","ENSG00000101230",0.423851729902413
"hsa-mir-135b","ENSG00000154493",0.423781097038455
"hsa-mir-410","ENSG00000167779",0.423761034785551
"hsa-mir-100","ENSG00000154262",0.423737958724734
"hsa-mir-449a","ENSG00000226321",0.423685496511505
"hsa-mir-190b","ENSG00000011426",-0.423630827540537
"hsa-mir-99a","ENSG00000078596",0.423474982146974
"hsa-mir-204","ENSG00000197245",0.42340368834902
"hsa-mir-139","ENSG00000259134",0.423329586563128
"hsa-mir-100","ENSG00000065618",0.423328878600523
"hsa-mir-204","ENSG00000168490",0.423314277250555
"hsa-mir-381","ENSG00000197245",0.423255796724028
"hsa-mir-150","ENSG00000122877",0.423159071880009
"hsa-mir-449b","ENSG00000004838",0.423144763508946
"hsa-mir-410","ENSG00000187260",0.423128828949569
"hsa-mir-577","ENSG00000112280",0.423096020951127
"hsa-mir-139","ENSG00000108381",0.42307004623298
"hsa-mir-99a","ENSG00000277494",0.422876498679866
"hsa-mir-150","ENSG00000154262",0.422861096200239
"hsa-mir-379","ENSG00000154258",0.422833730748229
"hsa-mir-577","ENSG00000024526",0.422818231155334
"hsa-mir-654","ENSG00000149380",0.422811477462953
"hsa-mir-100","ENSG00000154330",0.422748479031455
"hsa-mir-337","ENSG00000154262",0.422711183256987
"hsa-let-7c","ENSG00000106511",0.422543063028012
"hsa-mir-577","ENSG00000091651",0.422518038432948
"hsa-mir-337","ENSG00000130176",0.422464058835324
"hsa-mir-1247","ENSG00000154175",0.422457869981968
"hsa-mir-99a","ENSG00000101955",0.422424107961474
"hsa-mir-577","ENSG00000065328",0.422232700425855
"hsa-mir-577","ENSG00000146410",0.422159854702459
"hsa-let-7c","ENSG00000165507",0.422085362551235
"hsa-mir-139","ENSG00000166482",0.422062742033241
"hsa-mir-99a","ENSG00000168874",0.422058406510692
"hsa-mir-1-2","ENSG00000068976",0.421989549938109
"hsa-mir-223","ENSG00000168874",0.421951749619736
"hsa-mir-381","ENSG00000241644",0.421868097514296
"hsa-mir-452","ENSG00000134339",0.42178560214904
"hsa-mir-190b","ENSG00000117399",-0.421771170810873
"hsa-mir-139","ENSG00000184811",0.421720458698868
"hsa-let-7c","ENSG00000197083",0.421668051631361
"hsa-let-7c","ENSG00000204136",0.421625051146097
"hsa-mir-758","ENSG00000120738",0.421588966498361
"hsa-mir-577","ENSG00000147889",0.421576928723387
"hsa-let-7c","ENSG00000115353",0.421549045726256
"hsa-mir-381","ENSG00000141338",0.421532195330151
"hsa-mir-758","ENSG00000167779",0.421492714965355
"hsa-mir-1247","ENSG00000141338",0.421462081188462
"hsa-mir-190b","ENSG00000152977",-0.421399894614568
"hsa-mir-432","ENSG00000163431",0.42136590227823
"hsa-mir-210","ENSG00000196616",-0.421364068498818
"hsa-mir-5683","ENSG00000007314",0.421327098134665
"hsa-mir-577","ENSG00000111247",0.421254838446758
"hsa-mir-1-1","ENSG00000241644",0.421097963778481
"hsa-mir-150","ENSG00000205038",0.421077542202785
"hsa-let-7c","ENSG00000101938",0.421031011716865
"hsa-mir-125b-1","ENSG00000197083",0.421015914964125
"hsa-mir-381","ENSG00000168874",0.420989972795641
"hsa-mir-139","ENSG00000153902",0.420971060436163
"hsa-mir-125b-1","ENSG00000101955",0.420955815173649
"hsa-mir-125b-2","ENSG00000197083",0.420938265838406
"hsa-let-7c","ENSG00000152580",0.420933881255146
"hsa-let-7c","ENSG00000136158",0.420931723613969
"hsa-mir-577","ENSG00000254726",0.420914686627084
"hsa-mir-449b","ENSG00000101222",0.420885742324863
"hsa-mir-5683","ENSG00000174697",0.420808907536678
"hsa-mir-139","ENSG00000176194",0.420741963979283
"hsa-mir-30a","ENSG00000157456",-0.420737792300664
"hsa-mir-654","ENSG00000144642",0.420727649000494
"hsa-mir-135b","ENSG00000185915",0.420690430298541
"hsa-mir-190b","ENSG00000152192",-0.420624664087667
"hsa-mir-381","ENSG00000241684",0.420568668754562
"hsa-mir-99a","ENSG00000052850",0.420540004313269
"hsa-mir-100","ENSG00000119771",0.420482415880213
"hsa-mir-100","ENSG00000106511",0.420473625182755
"hsa-mir-210","ENSG00000164946",-0.420456098534072
"hsa-mir-135b","ENSG00000233682",0.420432377326136
"hsa-mir-379","ENSG00000249669",0.420414133828488
"hsa-mir-204","ENSG00000154721",0.420396676474858
"hsa-mir-150","ENSG00000166482",0.42034410316791
"hsa-mir-150","ENSG00000169248",0.420289513928721
"hsa-mir-381","ENSG00000169744",0.420102963568984
"hsa-mir-139","ENSG00000260105",0.420089587335762
"hsa-mir-99a","ENSG00000170989",0.420020848265871
"hsa-let-7c","ENSG00000005102",0.420001333025023
"hsa-mir-379","ENSG00000147113",0.419985075133916
"hsa-mir-190b","ENSG00000137571",-0.41996402420361
"hsa-let-7c","ENSG00000137727",0.419917648872104
"hsa-mir-381","ENSG00000120738",0.419908505975136
"hsa-let-7c","ENSG00000101280",0.419878565712864
"hsa-mir-375","ENSG00000162078",0.419872234156811
"hsa-mir-100","ENSG00000137033",0.419854314546466
"hsa-mir-1-2","ENSG00000175084",0.419852573606442
"hsa-let-7c","ENSG00000141404",0.419851922480489
"hsa-mir-410","ENSG00000172458",0.419813770282189
"hsa-mir-190b","ENSG00000161031",0.419800114935134
"hsa-mir-379","ENSG00000108001",0.419775864353053
"hsa-mir-143","ENSG00000249669",0.419766050708809
"hsa-mir-100","ENSG00000277494",0.41975681691168
"hsa-mir-99a","ENSG00000197083",0.419729432639038
"hsa-mir-381","ENSG00000275152",0.41972697109507
"hsa-mir-337","ENSG00000105974",0.419726208041136
"hsa-mir-99a","ENSG00000261468",0.419705964092423
"hsa-let-7c","ENSG00000159433",0.419653775334376
"hsa-mir-337","ENSG00000261742",0.419621676480194
"hsa-mir-381","ENSG00000231246",0.419547761495224
"hsa-mir-432","ENSG00000017427",0.41952801142655
"hsa-mir-577","ENSG00000106462",0.419441248311324
"hsa-mir-337","ENSG00000229847",0.419403004633863
"hsa-mir-205","ENSG00000073282",0.419369274157186
"hsa-mir-139","ENSG00000110799",0.419356348320915
"hsa-mir-99a","ENSG00000152580",0.419305991097591
"hsa-mir-381","ENSG00000092607",0.419301794853244
"hsa-mir-99a","ENSG00000163513",0.419269418484322
"hsa-mir-889","ENSG00000163431",0.419257744041313
"hsa-mir-577","ENSG00000145386",0.419243823243563
"hsa-mir-150","ENSG00000261468",0.419222053210077
"hsa-mir-139","ENSG00000167676",0.419066706264698
"hsa-mir-139","ENSG00000204403",0.419027697090441
"hsa-mir-150","ENSG00000124334",0.419023379763651
"hsa-mir-432","ENSG00000130176",0.418902502365479
"hsa-mir-99a","ENSG00000164330",0.418896764208864
"hsa-mir-204","ENSG00000168079",0.418877920040027
"hsa-mir-99a","ENSG00000266524",0.418852649811598
"hsa-mir-135b","ENSG00000287914",-0.41874977619371
"hsa-mir-432","ENSG00000149380",0.418680928627644
"hsa-mir-190b","ENSG00000169347",0.418677487836054
"hsa-let-7c","ENSG00000163145",0.418670559534641
"hsa-mir-432","ENSG00000143196",0.418636631731878
"hsa-mir-139","ENSG00000126218",0.418628855827985
"hsa-mir-34c","ENSG00000189129",0.418605544852479
"hsa-mir-100","ENSG00000159433",0.41858842521017
"hsa-mir-432","ENSG00000167779",0.418573131196482
"hsa-mir-452","ENSG00000109610",0.418496512690333
"hsa-mir-511","ENSG00000204136",0.418409385164976
"hsa-mir-217","ENSG00000168490",0.418391439050548
"hsa-mir-379","ENSG00000184347",0.418351403386638
"hsa-mir-139","ENSG00000184601",0.418335250822116
"hsa-mir-379","ENSG00000186642",0.418318288649203
"hsa-mir-100","ENSG00000101955",0.418303278167213
"hsa-mir-135b","ENSG00000214530",-0.418282982553243
"hsa-mir-135b","ENSG00000115507",0.418135977513217
"hsa-mir-5683","ENSG00000106511",0.418093438050226
"hsa-mir-190b","ENSG00000197472",-0.418071730555966
"hsa-mir-30a","ENSG00000175063",-0.418026706021348
"hsa-mir-190b","ENSG00000244265",0.417983360556745
"hsa-mir-577","ENSG00000105880",0.417982192902546
"hsa-mir-337","ENSG00000017427",0.417947468828102
"hsa-mir-34c","ENSG00000166482",0.417690169125504
"hsa-mir-30a","ENSG00000145386",-0.417637235939037
"hsa-mir-139","ENSG00000181092",0.417633384716904
"hsa-mir-381","ENSG00000106511",0.417632632321559
"hsa-mir-889","ENSG00000108821",0.417620143113856
"hsa-mir-1-1","ENSG00000068976",0.417614088603081
"hsa-mir-410","ENSG00000276409",0.417568229579637
"hsa-mir-432","ENSG00000160161",0.417552627599629
"hsa-mir-519a-1","ENSG00000183674",0.417548349658165
