"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","GeneRatio","source_label"
"query_1",TRUE,1.20861569360829e-08,188,1459,57,0.0390678546949966,0.303191489361702,"REAC:R-HSA-2467813","REAC","Separation of Sister Chromatids",11056,2301,"REAC:R-HSA-68882","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","ENSG00000175063,ENSG00000143228,ENSG00000152253,ENSG00000117724,ENSG00000166851,ENSG00000169679,ENSG00000161888,ENSG00000164611,ENSG00000142945,ENSG00000122952,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000129810,ENSG00000146670,ENSG00000117399,ENSG00000089685,ENSG00000186871,ENSG00000156970,ENSG00000137812,ENSG00000178999,ENSG00000100162,ENSG00000135476,ENSG00000115163,ENSG00000151725,ENSG00000138778,ENSG00000108106,ENSG00000121621,ENSG00000164109,ENSG00000102384,ENSG00000123219,ENSG00000120334,ENSG00000167553,ENSG00000138092,ENSG00000174442,ENSG00000179051,ENSG00000163535,ENSG00000258947,ENSG00000154473,ENSG00000149636,ENSG00000100911,ENSG00000153044,ENSG00000184445,ENSG00000075886,ENSG00000188312,ENSG00000175279,ENSG00000166451,ENSG00000261456,ENSG00000141552,ENSG00000152086,ENSG00000277791,ENSG00000164754,ENSG00000108344,ENSG00000243910,ENSG00000104833,ENSG00000178462,ENSG00000173213",0.0134624468587624,"Reactome"
"query_1",TRUE,1.29356129822756e-08,110,1459,40,0.0274160383824537,0.363636363636364,"REAC:R-HSA-73864","REAC","RNA Polymerase I Transcription",11056,1957,"REAC:R-HSA-74160","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","ENSG00000278828,ENSG00000158373,ENSG00000274641,ENSG00000188486,ENSG00000274290,ENSG00000197903,ENSG00000197153,ENSG00000275713,ENSG00000276180,ENSG00000276966,ENSG00000196890,ENSG00000163882,ENSG00000277224,ENSG00000277157,ENSG00000117877,ENSG00000270882,ENSG00000180596,ENSG00000124635,ENSG00000286522,ENSG00000158406,ENSG00000184678,ENSG00000184260,ENSG00000273542,ENSG00000111642,ENSG00000273983,ENSG00000273802,ENSG00000185130,ENSG00000180573,ENSG00000276368,ENSG00000197238,ENSG00000287080,ENSG00000233822,ENSG00000277075,ENSG00000274750,ENSG00000277775,ENSG00000197061,ENSG00000197837,ENSG00000183598,ENSG00000246705,ENSG00000275714",0.00944733112895607,"Reactome"
"query_1",TRUE,1.56724034693207e-08,170,1459,53,0.0363262508567512,0.311764705882353,"REAC:R-HSA-5693532","REAC","DNA Double-Strand Break Repair",11056,463,"REAC:R-HSA-73894","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","ENSG00000174371,ENSG00000092853,ENSG00000051180,ENSG00000175643,ENSG00000145386,ENSG00000051341,ENSG00000182481,ENSG00000154920,ENSG00000111602,ENSG00000143799,ENSG00000111247,ENSG00000158373,ENSG00000274641,ENSG00000188486,ENSG00000132646,ENSG00000149923,ENSG00000100479,ENSG00000168496,ENSG00000274290,ENSG00000136492,ENSG00000138346,ENSG00000196584,ENSG00000197903,ENSG00000149554,ENSG00000275713,ENSG00000197299,ENSG00000276180,ENSG00000276966,ENSG00000196890,ENSG00000178966,ENSG00000000460,ENSG00000277224,ENSG00000277157,ENSG00000270882,ENSG00000180596,ENSG00000049541,ENSG00000124635,ENSG00000139618,ENSG00000158406,ENSG00000184678,ENSG00000138376,ENSG00000163918,ENSG00000178295,ENSG00000273542,ENSG00000273802,ENSG00000185130,ENSG00000197238,ENSG00000197774,ENSG00000233822,ENSG00000127663,ENSG00000012048,ENSG00000197061,ENSG00000197837",0.0125177137458668,"Reactome"
"query_1",TRUE,1.76065033823038e-08,66,1459,29,0.019876627827279,0.439393939393939,"REAC:R-HSA-9670095","REAC","Inhibition of DNA recombination at telomere",11056,1239,"REAC:R-HSA-157579","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","ENSG00000158373,ENSG00000274641,ENSG00000188486,ENSG00000274290,ENSG00000197903,ENSG00000275713,ENSG00000276180,ENSG00000276966,ENSG00000196890,ENSG00000163882,ENSG00000277224,ENSG00000277157,ENSG00000270882,ENSG00000180596,ENSG00000124635,ENSG00000158406,ENSG00000184678,ENSG00000184260,ENSG00000273542,ENSG00000273802,ENSG00000185130,ENSG00000180573,ENSG00000276368,ENSG00000197238,ENSG00000233822,ENSG00000277075,ENSG00000197061,ENSG00000197837,ENSG00000246705",0.00684931506849315,"Reactome"
"query_1",TRUE,1.88903545725146e-08,107,1459,39,0.0267306374228924,0.364485981308411,"REAC:R-HSA-9843940","REAC","Regulation of endogenous retroelements by KRAB-ZFP proteins",11056,2112,"REAC:R-HSA-9842860","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","ENSG00000278828,ENSG00000158373,ENSG00000274641,ENSG00000188486,ENSG00000274290,ENSG00000197903,ENSG00000197153,ENSG00000275713,ENSG00000276180,ENSG00000276966,ENSG00000196890,ENSG00000277224,ENSG00000277157,ENSG00000270882,ENSG00000180596,ENSG00000124635,ENSG00000286522,ENSG00000158406,ENSG00000184678,ENSG00000184260,ENSG00000273542,ENSG00000111642,ENSG00000273983,ENSG00000273802,ENSG00000185130,ENSG00000180573,ENSG00000276368,ENSG00000197238,ENSG00000287080,ENSG00000233822,ENSG00000184635,ENSG00000277075,ENSG00000274750,ENSG00000277775,ENSG00000197061,ENSG00000197837,ENSG00000183598,ENSG00000246705,ENSG00000275714",0.00921114785073217,"Reactome"
"query_1",TRUE,1.94060192576998e-08,49,2209,26,0.0117700316885469,0.530612244897959,"GO:1905819","GO:BP","negative regulation of chromosome separation",16180,23105,"GO:0051304;GO:0051985;GO:1905818","NAS,NAS,NAS,IMP,IMP IBA TAS,NAS,IMP,IDA ISS IBA,IMP,IMP NAS,NAS,IMP,NAS,NAS,IDA IMP IBA NAS,IMP ISS,NAS,IDA IBA TAS,IMP,IDA IBA NAS,IMP,IMP IBA,IBA NAS,IMP,IDA IBA,ISS IBA","ENSG00000143228,ENSG00000152253,ENSG00000117724,ENSG00000166851,ENSG00000169679,ENSG00000161888,ENSG00000134057,ENSG00000122952,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000165480,ENSG00000117399,ENSG00000089685,ENSG00000156970,ENSG00000137812,ENSG00000178999,ENSG00000112742,ENSG00000071539,ENSG00000164109,ENSG00000177602,ENSG00000174442,ENSG00000154473,ENSG00000178295,ENSG00000184445,ENSG00000121101",0.00614076523382145,"GO: Biological Process"
"query_1",TRUE,1.94060192576998e-08,49,2209,26,0.0117700316885469,0.530612244897959,"GO:0051985","GO:BP","negative regulation of chromosome segregation",16180,13105,"GO:0007059;GO:0010948;GO:0051983","NAS,NAS,NAS,IMP,IMP IBA TAS,NAS,IMP,IDA ISS IBA,IMP,IMP NAS,NAS,IMP,NAS,NAS,IDA IMP IBA NAS,IMP ISS,NAS,IDA IBA TAS,IMP,IDA IBA NAS,IMP,IMP IBA,IBA NAS,IMP,IDA IBA,ISS IBA","ENSG00000143228,ENSG00000152253,ENSG00000117724,ENSG00000166851,ENSG00000169679,ENSG00000161888,ENSG00000134057,ENSG00000122952,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000165480,ENSG00000117399,ENSG00000089685,ENSG00000156970,ENSG00000137812,ENSG00000178999,ENSG00000112742,ENSG00000071539,ENSG00000164109,ENSG00000177602,ENSG00000174442,ENSG00000154473,ENSG00000178295,ENSG00000184445,ENSG00000121101",0.00614076523382145,"GO: Biological Process"
"query_1",TRUE,1.94060192576998e-08,49,2209,26,0.0117700316885469,0.530612244897959,"GO:1902100","GO:BP","negative regulation of metaphase/anaphase transition of cell cycle",16180,20527,"GO:0044784;GO:1901988;GO:1902099","NAS,NAS,NAS,IMP,IMP IBA TAS,NAS,IMP,IDA ISS IBA,IMP,IMP NAS,NAS,IMP,NAS,NAS,IDA IMP IBA NAS,IMP ISS,NAS,IDA IBA TAS,IMP,IDA IBA NAS,IMP,IMP IBA,IBA NAS,IMP,IDA IBA,ISS IBA","ENSG00000143228,ENSG00000152253,ENSG00000117724,ENSG00000166851,ENSG00000169679,ENSG00000161888,ENSG00000134057,ENSG00000122952,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000165480,ENSG00000117399,ENSG00000089685,ENSG00000156970,ENSG00000137812,ENSG00000178999,ENSG00000112742,ENSG00000071539,ENSG00000164109,ENSG00000177602,ENSG00000174442,ENSG00000154473,ENSG00000178295,ENSG00000184445,ENSG00000121101",0.00614076523382145,"GO: Biological Process"
"query_1",TRUE,2.09307186239732e-08,134,1459,45,0.0308430431802605,0.335820895522388,"REAC:R-HSA-68875","REAC","Mitotic Prophase",11056,1550,"REAC:R-HSA-68886","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","ENSG00000170312,ENSG00000166851,ENSG00000134057,ENSG00000157456,ENSG00000113368,ENSG00000278828,ENSG00000132182,ENSG00000158373,ENSG00000274641,ENSG00000188486,ENSG00000274290,ENSG00000197903,ENSG00000197153,ENSG00000275713,ENSG00000276180,ENSG00000276966,ENSG00000196890,ENSG00000277224,ENSG00000277157,ENSG00000270882,ENSG00000180596,ENSG00000124635,ENSG00000286522,ENSG00000158406,ENSG00000184678,ENSG00000113810,ENSG00000184260,ENSG00000146918,ENSG00000273542,ENSG00000273983,ENSG00000273802,ENSG00000185130,ENSG00000180573,ENSG00000276368,ENSG00000197238,ENSG00000287080,ENSG00000233822,ENSG00000277075,ENSG00000274750,ENSG00000277775,ENSG00000197061,ENSG00000197837,ENSG00000183598,ENSG00000246705,ENSG00000275714",0.0106282475200756,"Reactome"
"query_1",TRUE,2.12266122168021e-08,192,1129,58,0.0513728963684677,0.302083333333333,"KEGG:04613","KEGG","Neutrophil extracellular trap formation",8716,336,"KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSG00000113648,ENSG00000278828,ENSG00000196747,ENSG00000158373,ENSG00000274641,ENSG00000188486,ENSG00000164032,ENSG00000274290,ENSG00000164047,ENSG00000197903,ENSG00000197153,ENSG00000275713,ENSG00000276180,ENSG00000276966,ENSG00000196890,ENSG00000277224,ENSG00000277157,ENSG00000270882,ENSG00000180596,ENSG00000124635,ENSG00000286522,ENSG00000150337,ENSG00000158406,ENSG00000184678,ENSG00000203814,ENSG00000184260,ENSG00000273542,ENSG00000273983,ENSG00000273802,ENSG00000185130,ENSG00000180573,ENSG00000276368,ENSG00000197238,ENSG00000276903,ENSG00000287080,ENSG00000278677,ENSG00000233822,ENSG00000181218,ENSG00000196787,ENSG00000277075,ENSG00000104518,ENSG00000203747,ENSG00000274750,ENSG00000277775,ENSG00000197061,ENSG00000163517,ENSG00000172243,ENSG00000197837,ENSG00000183598,ENSG00000274997,ENSG00000246705,ENSG00000005844,ENSG00000172232,ENSG00000275714,ENSG00000197721,ENSG00000126583,ENSG00000171564,ENSG00000171557",0.0136986301369863,"KEGG Pathway"
"query_1",TRUE,2.44039727698536e-08,112,1277,44,0.0344557556773688,0.392857142857143,"WP:WP3391","WP","Senescence associated secretory phenotype SASP ",8899,221,"WP:000000","WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP","ENSG00000175063,ENSG00000145386,ENSG00000278828,ENSG00000108106,ENSG00000158373,ENSG00000274641,ENSG00000188486,ENSG00000164032,ENSG00000274290,ENSG00000197903,ENSG00000197153,ENSG00000275713,ENSG00000276180,ENSG00000276966,ENSG00000196890,ENSG00000277224,ENSG00000277157,ENSG00000270882,ENSG00000180596,ENSG00000124635,ENSG00000286522,ENSG00000158406,ENSG00000184678,ENSG00000147889,ENSG00000184260,ENSG00000273542,ENSG00000273983,ENSG00000273802,ENSG00000185130,ENSG00000180573,ENSG00000276368,ENSG00000197238,ENSG00000129355,ENSG00000287080,ENSG00000141552,ENSG00000233822,ENSG00000277075,ENSG00000274750,ENSG00000277775,ENSG00000197061,ENSG00000197837,ENSG00000183598,ENSG00000246705,ENSG00000275714",0.0103920642418517,"WikiPathway"
"query_1",TRUE,2.44039727698536e-08,47,1277,26,0.0203602192638998,0.553191489361702,"WP:WP5567","WP","Telomere end packaging and neurodevelopmental disorders",8899,924,"WP:000000","WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP","ENSG00000158373,ENSG00000274641,ENSG00000188486,ENSG00000164032,ENSG00000197903,ENSG00000275713,ENSG00000276180,ENSG00000276966,ENSG00000196890,ENSG00000277157,ENSG00000270882,ENSG00000180596,ENSG00000124635,ENSG00000158406,ENSG00000184678,ENSG00000184260,ENSG00000273542,ENSG00000185130,ENSG00000180573,ENSG00000276368,ENSG00000197238,ENSG00000233822,ENSG00000277075,ENSG00000197061,ENSG00000197837,ENSG00000246705",0.00614076523382145,"WikiPathway"
"query_1",TRUE,2.51322685861265e-08,37,2209,22,0.00995925758261657,0.594594594594595,"GO:0071459","GO:BP","protein localization to chromosome, centromeric region",16180,15554,"GO:0034502","IDA IMP,IDA IBA,IMP,IDA NAS,IBA,IMP,IMP IBA,IMP IBA,NAS,NAS,NAS,NAS,IPI,NAS,NAS,IBA,NAS,NAS,NAS,IMP IBA,NAS,NAS","ENSG00000170312,ENSG00000137812,ENSG00000178999,ENSG00000115163,ENSG00000112742,ENSG00000177602,ENSG00000174442,ENSG00000179051,ENSG00000276180,ENSG00000276966,ENSG00000277157,ENSG00000270882,ENSG00000154473,ENSG00000124635,ENSG00000158406,ENSG00000184445,ENSG00000273542,ENSG00000197238,ENSG00000277075,ENSG00000172167,ENSG00000197061,ENSG00000197837",0.00519603212092584,"GO: Biological Process"
"query_1",TRUE,2.51322685861265e-08,53,2209,27,0.0122227252150294,0.509433962264151,"GO:0008608","GO:BP","attachment of spindle microtubules to kinetochore",16180,3065,"GO:0022402;GO:0051310","IMP,IDA IBA,IDA,IDA,IDA,IMP,IMP,IDA IMP,IDA IMP IBA,NAS,IDA IMP,IDA,NAS,IDA IBA,IMP,IDA NAS,IMP,IMP,IMP,IMP,NAS,IMP IBA,IDA,NAS,IMP IBA,NAS,ISS IBA","ENSG00000117650,ENSG00000143228,ENSG00000152253,ENSG00000170312,ENSG00000161888,ENSG00000134057,ENSG00000142945,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000165480,ENSG00000129810,ENSG00000089685,ENSG00000137812,ENSG00000076382,ENSG00000178999,ENSG00000138778,ENSG00000161800,ENSG00000114346,ENSG00000167513,ENSG00000174442,ENSG00000179051,ENSG00000154473,ENSG00000149636,ENSG00000128944,ENSG00000184445,ENSG00000121101",0.00637694851204535,"GO: Biological Process"
"query_1",TRUE,2.51322685861265e-08,78,2209,34,0.0153915799004074,0.435897435897436,"GO:0051304","GO:BP","chromosome separation",16180,12733,"GO:0007059;GO:0022402","IDA,NAS,NAS,NAS,IMP,IMP IBA TAS,NAS,NAS,IMP,IDA ISS IBA,IMP,IMP NAS,NAS,IMP,IDA NAS,NAS,IDA IMP IBA NAS,IMP ISS,ISO,NAS,ISO,IBA TAS NAS,IDA IBA TAS,IMP,IDA IBA NAS,IMP,IMP IBA,IBA NAS,ISO,ISO,IMP,IDA IBA,IDA IBA,ISS IBA","ENSG00000175063,ENSG00000143228,ENSG00000152253,ENSG00000117724,ENSG00000166851,ENSG00000169679,ENSG00000161888,ENSG00000126787,ENSG00000134057,ENSG00000122952,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000165480,ENSG00000117399,ENSG00000089685,ENSG00000156970,ENSG00000137812,ENSG00000109805,ENSG00000178999,ENSG00000121152,ENSG00000135476,ENSG00000112742,ENSG00000071539,ENSG00000164109,ENSG00000177602,ENSG00000174442,ENSG00000154473,ENSG00000113810,ENSG00000146918,ENSG00000178295,ENSG00000184445,ENSG00000141552,ENSG00000121101",0.00803023145961266,"GO: Biological Process"
"query_1",TRUE,2.51322685861265e-08,53,2209,27,0.0122227252150294,0.509433962264151,"GO:0033047","GO:BP","regulation of mitotic sister chromatid segregation",16180,7486,"GO:0000070;GO:0033045","NAS,NAS,IDA,NAS,IMP,IMP IBA TAS,NAS,IMP,IDA IBA,IMP,IMP NAS,NAS,IMP,NAS,NAS,IDA IMP IBA NAS,IMP,IDA NAS,IDA IBA TAS,IMP,IDA IBA NAS,IMP,IMP IBA,IBA NAS,IMP,IDA IBA,ISS IBA","ENSG00000143228,ENSG00000152253,ENSG00000170312,ENSG00000117724,ENSG00000166851,ENSG00000169679,ENSG00000161888,ENSG00000134057,ENSG00000122952,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000165480,ENSG00000117399,ENSG00000089685,ENSG00000156970,ENSG00000137812,ENSG00000178999,ENSG00000112742,ENSG00000071539,ENSG00000164109,ENSG00000177602,ENSG00000174442,ENSG00000154473,ENSG00000178295,ENSG00000184445,ENSG00000121101",0.00637694851204535,"GO: Biological Process"
"query_1",TRUE,3.63614994574211e-08,219,2209,66,0.0298777727478497,0.301369863013699,"GO:0000819","GO:BP","sister chromatid segregation",16180,229,"GO:0051276;GO:0098813","IMP,IDA IBA,IDA,IBA NAS,IDA,NAS,IDA,NAS,IDA IMP TAS,IMP IBA TAS,NAS,IMP IBA NAS,IBA,NAS,IMP IBA,IMP,IDA ISS IBA,IDA IMP,IDA IMP IBA TAS NAS,IMP IBA NAS,IDA IPI IMP,IMP,IMP IBA,IDA IMP ISS NAS,NAS,IBA,IDA IMP IBA NAS,IMP ISS,IMP IBA TAS,IDA IMP IBA,IDA IBA NAS,IMP,IDA IMP TAS NAS,IDA IMP IBA,IMP IBA,IMP TAS NAS,IMP,IDA IMP TAS,ISS,IDA IBA TAS,IMP,IDA IBA,IDA IBA,IDA IBA NAS,IMP,IMP,IBA,IMP,IBA,IMP,IDA IBA,IMP,IMP IBA,IBA NAS,IBA,IBA,IDA TAS,IMP IBA,IBA,IMP,IDA IBA,IDA IBA,IMP,IBA TAS,NAS,ISS IBA","ENSG00000090889,ENSG00000175063,ENSG00000088325,ENSG00000143228,ENSG00000276043,ENSG00000152253,ENSG00000170312,ENSG00000117724,ENSG00000166851,ENSG00000169679,ENSG00000161888,ENSG00000237649,ENSG00000186185,ENSG00000126787,ENSG00000134057,ENSG00000142945,ENSG00000122952,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000165480,ENSG00000118193,ENSG00000146670,ENSG00000117399,ENSG00000089685,ENSG00000131747,ENSG00000156970,ENSG00000137812,ENSG00000137807,ENSG00000138160,ENSG00000109805,ENSG00000076382,ENSG00000178999,ENSG00000121152,ENSG00000175643,ENSG00000135476,ENSG00000013810,ENSG00000138778,ENSG00000163808,ENSG00000112742,ENSG00000071539,ENSG00000161800,ENSG00000121621,ENSG00000164109,ENSG00000079616,ENSG00000094804,ENSG00000102384,ENSG00000167513,ENSG00000123219,ENSG00000099812,ENSG00000134222,ENSG00000177602,ENSG00000174442,ENSG00000154473,ENSG00000180198,ENSG00000131462,ENSG00000113810,ENSG00000128944,ENSG00000146918,ENSG00000178295,ENSG00000184445,ENSG00000141552,ENSG00000179041,ENSG00000198901,ENSG00000011332,ENSG00000121101",0.0155880963627775,"GO: Biological Process"
"query_1",TRUE,3.63614994574211e-08,253,2209,73,0.0330466274332277,0.288537549407115,"GO:0010948","GO:BP","negative regulation of cell cycle process",16180,4313,"GO:0010564;GO:0022402;GO:0045786","IMP,IDA IBA,NAS,NAS,IBA,IMP IBA,IDA,NAS,IDA IMP,IMP IBA TAS,NAS,IMP,IDA ISS IBA,IMP,IMP NAS,NAS,IMP,NAS,NAS,IDA IMP IBA NAS,IMP ISS,IDA IMP IBA,NAS,ISS NAS,NAS,IMP,ISS,TAS,IMP,IDA IBA TAS,IDA,IMP IBA,ISS,IDA IBA NAS,IBA,IBA TAS,IBA,IDA IBA,IMP,IDA,IMP IBA,IBA,NAS,IMP,IBA,IDA IMP IBA TAS,IMP,IDA,IMP IBA,IMP,IBA,ISS IBA,IBA NAS,IDA,NAS,NAS,IMP,IDA IBA,TAS,IBA,ISS,NAS,IMP,IBA,IMP IBA NAS,IBA,IDA,IDA,IDA,IBA,ISS IBA,ISS,IDA","ENSG00000117650,ENSG00000127564,ENSG00000143228,ENSG00000152253,ENSG00000170312,ENSG00000143476,ENSG00000122641,ENSG00000117724,ENSG00000166851,ENSG00000169679,ENSG00000161888,ENSG00000134057,ENSG00000122952,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000165480,ENSG00000117399,ENSG00000089685,ENSG00000156970,ENSG00000137812,ENSG00000092853,ENSG00000051180,ENSG00000178999,ENSG00000135476,ENSG00000113648,ENSG00000129173,ENSG00000093009,ENSG00000101412,ENSG00000112742,ENSG00000162063,ENSG00000071539,ENSG00000165891,ENSG00000164109,ENSG00000154920,ENSG00000094804,ENSG00000111602,ENSG00000167513,ENSG00000143493,ENSG00000188486,ENSG00000156509,ENSG00000085840,ENSG00000136492,ENSG00000138346,ENSG00000144554,ENSG00000149554,ENSG00000177602,ENSG00000197299,ENSG00000174442,ENSG00000159147,ENSG00000092470,ENSG00000140534,ENSG00000154473,ENSG00000185499,ENSG00000139618,ENSG00000138376,ENSG00000178295,ENSG00000184445,ENSG00000116663,ENSG00000197774,ENSG00000143452,ENSG00000100726,ENSG00000138496,ENSG00000076826,ENSG00000012048,ENSG00000183484,ENSG00000181449,ENSG00000110092,ENSG00000160469,ENSG00000188996,ENSG00000121101,ENSG00000137090,ENSG00000099994",0.0172413793103448,"GO: Biological Process"
"query_1",TRUE,3.88836315099614e-08,54,2209,27,0.0122227252150294,0.5,"GO:0045839","GO:BP","negative regulation of mitotic nuclear division",16180,10882,"GO:0007088;GO:0010948;GO:0045930;GO:0051784;GO:0140014","NAS,NAS,NAS,IMP,IMP IBA TAS,NAS,IMP,IDA IBA,IMP,IMP NAS,NAS,IMP,NAS,NAS,IDA IMP IBA NAS,IMP,NAS,IDA IBA TAS,IMP,IDA IBA NAS,IDA,IMP,IMP IBA,IBA NAS,IMP,IDA IBA,ISS IBA","ENSG00000143228,ENSG00000152253,ENSG00000117724,ENSG00000166851,ENSG00000169679,ENSG00000161888,ENSG00000134057,ENSG00000122952,ENSG00000154839,ENSG00000080986,ENSG00000134690,ENSG00000165480,ENSG00000117399,ENSG00000089685,ENSG00000156970,ENSG00000137812,ENSG00000178999,ENSG00000112742,ENSG00000071539,ENSG00000164109,ENSG00000149554,ENSG00000177602,ENSG00000174442,ENSG00000154473,ENSG00000178295,ENSG00000184445,ENSG00000121101",0.00637694851204535,"GO: Biological Process"
