"gene","log2FC","padj"
"ENSG00000215156",-1.67099161571012,4.37422821494611e-19
"ENSG00000165060",0.507387711895364,4.37835137322453e-19
"ENSG00000069943",-0.492612385872443,4.40668250539722e-19
"ENSG00000141642",0.644752560527087,4.41842445105004e-19
"ENSG00000242094",-1.92053950157665,4.4368997688607e-19
"ENSG00000197747",0.925836381232354,4.44713720887297e-19
"ENSG00000164107",1.14938749944498,4.68003451237062e-19
"ENSG00000164099",2.04885319524752,4.69282197685299e-19
"ENSG00000287853",2.24734165338947,4.80171584442644e-19
"ENSG00000104381",-1.37829042590277,4.83837951066007e-19
"ENSG00000187164",-0.559710427890974,4.89703528467542e-19
"ENSG00000280832",0.790545779995841,4.94718722489986e-19
"ENSG00000166401",0.688745018243102,5.03978317999166e-19
"ENSG00000129810",1.02669601142448,5.08072562969645e-19
"ENSG00000272677",0.960014726587004,5.16557222825587e-19
"ENSG00000042781",-1.22247645699538,5.19701491780122e-19
"ENSG00000263513",1.43340452551116,5.22550001751519e-19
"ENSG00000146147",1.7230294241439,5.277458410143e-19
"ENSG00000007968",1.09514837532397,5.34523762988083e-19
"ENSG00000013810",0.814716610519957,5.46789829840041e-19
"ENSG00000113722",1.176752640928,5.4903535993335e-19
"ENSG00000164032",0.638182541407122,5.52455118724665e-19
"ENSG00000118193",1.12363388384226,5.55733598216439e-19
"ENSG00000274414",1.06602495981637,5.71663405933757e-19
"ENSG00000174871",1.20282477197703,5.72421455027973e-19
"ENSG00000169189",-0.625760063418836,5.72549723231765e-19
"ENSG00000100242",0.656688987912201,5.84559652879256e-19
"ENSG00000197324",-0.51962425949329,5.8863959296296e-19
"ENSG00000224397",1.28833734605412,5.97948823939341e-19
"ENSG00000090975",0.869396976223737,5.99343995537832e-19
"ENSG00000266936",1.532312872158,6.04083447009412e-19
"ENSG00000185046",-1.02821014732402,6.10672371149583e-19
"ENSG00000231817",3.22115448075084,6.20543163166502e-19
"ENSG00000150753",0.613189146240131,6.22757630877359e-19
"ENSG00000058404",-1.6840011531656,6.22973756430704e-19
"ENSG00000042062",-1.34933737437867,6.24507796619717e-19
"ENSG00000237441",-0.630673692720985,6.2800831613247e-19
"ENSG00000139263",0.932421829617221,6.28594458317108e-19
"ENSG00000106266",0.601585755781071,6.31725685452179e-19
"ENSG00000246089",0.730979275007014,6.33083167604746e-19
"ENSG00000113924",-1.83290200163496,6.40867540875369e-19
"ENSG00000185338",1.15698297381811,6.40867540875369e-19
"ENSG00000271763",-1.64770726399844,6.56658270064493e-19
"ENSG00000186832",2.58758062442195,6.62351153477035e-19
"ENSG00000100234",-0.987955750055546,6.70949032609418e-19
"ENSG00000117400",0.707037560923774,6.70949032609418e-19
"ENSG00000106809",-1.74436833609287,6.73043495371944e-19
"ENSG00000226856",1.26525536280017,6.78867825848284e-19
"ENSG00000213551",0.540599189698785,6.88647291463825e-19
"ENSG00000111269",-0.479083168419224,6.89019778518085e-19
"ENSG00000203907",2.47300414822242,6.93808157164434e-19
"ENSG00000128891",-0.455337344462015,6.96881103556655e-19
"ENSG00000012232",0.581184678684805,7.0295271253348e-19
"ENSG00000087494",-1.74803627783298,7.07105901313018e-19
"ENSG00000165406",-0.686062913614194,7.11667188525915e-19
"ENSG00000258057",-0.694047630634393,7.15433535957853e-19
"ENSG00000146233",1.53169679887939,7.16429068898811e-19
"ENSG00000197063",0.544503714436548,7.1783272191171e-19
"ENSG00000257829",1.54536252924176,7.24744892924499e-19
"ENSG00000049449",0.783030817925967,7.26188802308355e-19
"ENSG00000154222",0.37248183003609,7.2836548514332e-19
"ENSG00000154124",0.516279131831895,7.34989065972451e-19
"ENSG00000140526",-1.07741217527846,7.37380166039055e-19
"ENSG00000092531",-0.480833863712869,7.48111020572302e-19
"ENSG00000253796",1.75551540251418,7.51880827957309e-19
"ENSG00000279283",-1.29846261678701,7.53552226015327e-19
"ENSG00000013588",-1.1215700182639,7.54135149947118e-19
"ENSG00000142669",0.641614817473553,7.55550944384172e-19
"ENSG00000156804",0.970009953694881,7.67425602317619e-19
"ENSG00000139722",0.601500908348675,7.67441299812048e-19
"ENSG00000120539",0.643375375616727,7.70860556025335e-19
"ENSG00000173436",-0.631497973688605,7.83155231682335e-19
"ENSG00000196569",-1.14777076861832,7.83155231682335e-19
"ENSG00000260793",-0.911671802385811,7.96628950418774e-19
"ENSG00000113460",0.539054982064442,8.02138830772637e-19
"ENSG00000229320",0.643677949979845,8.12195747885903e-19
"ENSG00000182359",-0.568024262935963,8.44482158557532e-19
"ENSG00000119946",1.82443992597122,8.47846007786665e-19
"ENSG00000112851",-0.519590010697697,8.48080304742194e-19
"ENSG00000182263",1.4353114896621,8.55521689115692e-19
"ENSG00000130270",-1.09964644761324,8.63491954601089e-19
"ENSG00000264083",-1.94319477401192,8.71798535748888e-19
"ENSG00000237505",1.51221998519573,8.75321914847683e-19
"ENSG00000180769",-0.70378321584411,8.77518925063294e-19
"ENSG00000266120",-3.47505773983822,8.77518925063294e-19
"ENSG00000144815",-0.840164410106056,8.80928190595705e-19
"ENSG00000132341",0.470780762305603,8.84039389381062e-19
"ENSG00000171877",1.24692553345953,8.87185486688671e-19
"ENSG00000224287",1.61749913844524,8.88883755022647e-19
"ENSG00000163947",-0.624363029694019,8.94430124188411e-19
"ENSG00000287385",1.25396019840574,8.96439795209359e-19
"ENSG00000147874",0.569898818614247,8.99560048253456e-19
"ENSG00000172466",-0.583795922795991,9.04472091499683e-19
"ENSG00000247121",-0.72808361070301,9.21034097312131e-19
"ENSG00000231940",1.03824191806441,9.38313941700859e-19
"ENSG00000158683",-0.99589174296247,9.4687608853913e-19
"ENSG00000237190",-0.571128378094842,9.6833614694423e-19
"ENSG00000065911",0.656362747434262,9.70776769585391e-19
"ENSG00000197476",2.43247628401988,9.71582630959455e-19
"ENSG00000271109",-0.968570875096326,9.75500864946153e-19
"ENSG00000162643",-1.27020068054903,9.87103492038619e-19
"ENSG00000105186",0.573906193382745,9.88662497173235e-19
"ENSG00000100629",0.651488402466289,9.94532799049072e-19
"ENSG00000138829",1.51715237160916,1.0098862601827e-18
"ENSG00000161013",0.473896562751544,1.0157470834482e-18
"ENSG00000033867",-1.03226946108584,1.02324671688628e-18
"ENSG00000120802",0.596683773724379,1.04131457925092e-18
"ENSG00000251562",-1.02394373911628,1.04327492475435e-18
"ENSG00000151655",-1.58907377276831,1.05267781976369e-18
"ENSG00000088320",1.12251633128586,1.06656143576242e-18
"ENSG00000259426",-0.789173216404553,1.06810440485264e-18
"ENSG00000171101",-1.23948339538074,1.07138434225207e-18
"ENSG00000173531",-1.01791822878749,1.07621710895819e-18
"ENSG00000213366",-1.21414747323091,1.07679847297405e-18
"ENSG00000281731",-1.02545438218505,1.07802041961372e-18
"ENSG00000082512",-0.747486953770986,1.08098669636364e-18
"ENSG00000134317",0.874745000566167,1.08400329360314e-18
"ENSG00000125744",-0.913019077506388,1.08922737139248e-18
"ENSG00000167419",2.2578428704967,1.09274001188857e-18
"ENSG00000185633",1.22908919122835,1.09399571948712e-18
"ENSG00000186086",-2.21843940812053,1.11165221428282e-18
"ENSG00000239900",0.558660522876016,1.11165221428282e-18
"ENSG00000091947",-1.08251365483499,1.12335695968984e-18
"ENSG00000237751",2.06881908724332,1.12775429845836e-18
"ENSG00000140263",-1.00411270671643,1.12867244717773e-18
"ENSG00000178718",0.999421082353666,1.13394756101189e-18
"ENSG00000117036",0.534032031433975,1.15019543364959e-18
"ENSG00000260425",-1.01680557325641,1.16921416962527e-18
"ENSG00000177994",-1.44469687114705,1.18379701391911e-18
"ENSG00000185129",-0.57133008381772,1.20390491355886e-18
"ENSG00000237594",1.19944965637015,1.22235105719893e-18
"ENSG00000153037",-0.415265257481271,1.23309352593132e-18
"ENSG00000105707",-1.28876037448069,1.24301239268804e-18
"ENSG00000163624",-0.604782968903489,1.24940482219165e-18
"ENSG00000179774",1.83544332150918,1.25804479592745e-18
"ENSG00000107018",-1.24773998901223,1.26789177579372e-18
"ENSG00000213057",-1.00207884316464,1.27029509540889e-18
"ENSG00000163145",-1.476206887029,1.27795454800982e-18
"ENSG00000158445",1.5617579932122,1.28207918808779e-18
"ENSG00000177519",2.09452328984308,1.29054135511048e-18
"ENSG00000097096",-1.05447659724285,1.2914194399124e-18
"ENSG00000260032",-0.484477767437511,1.30592793633337e-18
"ENSG00000062725",-0.71528615508602,1.32088642039633e-18
"ENSG00000111850",0.546352321493464,1.33055709728936e-18
"ENSG00000050748",-0.481511235604083,1.33972663359794e-18
"ENSG00000125965",1.94448345070896,1.35442077346047e-18
"ENSG00000170802",0.696329460680011,1.35703450779961e-18
"ENSG00000168653",0.697927030702657,1.36277761029029e-18
"ENSG00000134138",0.96526362107745,1.36497921039739e-18
"ENSG00000229953",-1.70364668789725,1.37492614226366e-18
"ENSG00000176018",-0.523224853497786,1.39362268445515e-18
"ENSG00000127252",1.59979814090956,1.41707163943932e-18
"ENSG00000260267",-0.640960781972361,1.41871669285483e-18
"ENSG00000183566",-4.14751421667355,1.42344553428764e-18
"ENSG00000235703",-1.1354936478858,1.43465512475056e-18
"ENSG00000127946",-0.558490072951149,1.4386624822135e-18
"ENSG00000183476",1.44469642364699,1.43958195599815e-18
"ENSG00000078081",1.53393715899399,1.45072047789745e-18
"ENSG00000240280",2.46829259178093,1.46067839473399e-18
"ENSG00000119185",0.432651723167614,1.46466676496854e-18
"ENSG00000167858",-2.32022018637511,1.4711048419576e-18
"ENSG00000166987",-0.546088297983149,1.47129036284489e-18
"ENSG00000234810",2.01507253592798,1.48837151364654e-18
"ENSG00000280042",-1.71686044715873,1.50342120890467e-18
"ENSG00000144061",-0.659460117165985,1.51975439634552e-18
"ENSG00000183474",-0.596726780869267,1.53173681887423e-18
"ENSG00000087266",0.519971179255938,1.54475794196318e-18
"ENSG00000175166",0.49743764349369,1.54891522557969e-18
"ENSG00000090530",1.18278250431752,1.5491836615488e-18
"ENSG00000107105",1.55250140982881,1.55039789773606e-18
"ENSG00000090487",0.364646646957667,1.55426986295883e-18
"ENSG00000130038",-0.995322506340754,1.55799119824241e-18
"ENSG00000269743",0.485655088059381,1.57070069618173e-18
"ENSG00000176531",-0.755561714251364,1.57764450823797e-18
"ENSG00000214198",-0.739379706487156,1.58135828724915e-18
"ENSG00000162852",-0.488511862422736,1.58178179849135e-18
"ENSG00000250722",-0.983185889510019,1.58970375055953e-18
"ENSG00000279141",1.43867383508498,1.59798088827351e-18
"ENSG00000244153",-1.59108899150207,1.60168910248794e-18
"ENSG00000141385",0.529880882189886,1.60741612955998e-18
"ENSG00000196878",1.38193302565347,1.61060011384863e-18
"ENSG00000136451",-0.577132958784208,1.61839554516625e-18
"ENSG00000165891",1.08743765962653,1.62469004345273e-18
"ENSG00000227500",-0.495977740283112,1.64302613917514e-18
"ENSG00000117507",2.66634514418545,1.64323205891832e-18
"ENSG00000244675",1.79898115791537,1.66782857397692e-18
"ENSG00000214711",1.37308408083544,1.68286241218137e-18
"ENSG00000185666",1.23416534902522,1.68956441101762e-18
"ENSG00000259376",1.20803064791563,1.69067919571816e-18
"ENSG00000117791",-0.774589901044532,1.69129626977274e-18
"ENSG00000070756",0.717228866316491,1.69753761481322e-18
"ENSG00000237930",-2.94470917976993,1.69880915102684e-18
"ENSG00000113621",-0.378153171316339,1.70624465609482e-18
"ENSG00000112214",-1.16346562742378,1.71636866608107e-18
"ENSG00000188603",-1.027681872435,1.72746258696037e-18
"ENSG00000109321",-1.93435784029701,1.81093748918852e-18
"ENSG00000116830",0.602015742450505,1.82989878997999e-18
"ENSG00000081052",1.28620274784182,1.8353627406844e-18
"ENSG00000235370",1.28235146254864,1.84693031025732e-18
"ENSG00000161996",-0.735555873830315,1.86181370110054e-18
"ENSG00000073111",0.892316449714437,1.86478318984174e-18
"ENSG00000277972",-0.926221043890968,1.86833877614819e-18
"ENSG00000226145",2.62525193976083,1.87831929407745e-18
"ENSG00000171722",-1.77852945095586,1.88284865602708e-18
"ENSG00000166963",-0.816371947099842,1.89966716822697e-18
"ENSG00000170390",0.916413143344007,1.90286898801124e-18
"ENSG00000206559",-0.687911593669307,1.91315413008273e-18
"ENSG00000225092",-1.93469188633933,1.92093936241291e-18
"ENSG00000159784",-1.30250532538272,1.94068485076217e-18
"ENSG00000277462",0.595903126142997,1.96903222288677e-18
"ENSG00000135324",1.57964196191624,1.98391645840417e-18
"ENSG00000076555",-1.02270573073295,1.98459338425622e-18
"ENSG00000277050",-1.037977374465,1.98459338425622e-18
"ENSG00000164902",-0.356352067060417,1.98994244064595e-18
"ENSG00000181374",1.73471134866957,1.99331073383839e-18
"ENSG00000268049",-0.775933403330061,2.02747313940349e-18
"ENSG00000228487",-1.06889905368792,2.09372582675036e-18
"ENSG00000115902",-0.824980409849661,2.09768069342861e-18
"ENSG00000183638",1.1907543404386,2.10512534516811e-18
"ENSG00000082929",2.17281934026865,2.16376567494424e-18
"ENSG00000235374",0.681389330205193,2.18289601594399e-18
"ENSG00000149480",0.42639783865068,2.18777384786441e-18
"ENSG00000115423",-1.20981394576366,2.18891768668797e-18
"ENSG00000221944",0.614732267998497,2.20131603606774e-18
"ENSG00000171302",-0.687824108100216,2.21611296140139e-18
"ENSG00000041880",-0.630192212522418,2.22263246229956e-18
"ENSG00000100227",0.426514944253789,2.22970290489257e-18
"ENSG00000162885",0.515711452961992,2.25186605205991e-18
"ENSG00000138380",-0.58334654718078,2.25225067522167e-18
"ENSG00000124177",-0.602762187063727,2.25591829149799e-18
"ENSG00000163817",1.33076557752598,2.27140443376105e-18
"ENSG00000261762",1.42420911014804,2.30292774773649e-18
"ENSG00000287839",1.26726408884127,2.31137561660065e-18
"ENSG00000064199",-0.889795862345966,2.34730258771747e-18
"ENSG00000164576",-0.425452836039081,2.34730258771747e-18
"ENSG00000229321",-0.946736729126565,2.34998877838821e-18
"ENSG00000136270",0.529657393021842,2.3735523861386e-18
"ENSG00000205426",2.57844917659253,2.40910270592671e-18
"ENSG00000162368",0.444952490499435,2.43186761292396e-18
"ENSG00000234964",1.69436610288514,2.46635172918195e-18
"ENSG00000286689",1.20178111474353,2.49161123260563e-18
"ENSG00000090659",1.27370415072931,2.49361688102326e-18
"ENSG00000006194",-0.408883354959286,2.49372709775036e-18
"ENSG00000125878",1.40416124319919,2.49434761961668e-18
"ENSG00000233533",-4.65656781363433,2.50884541189636e-18
"ENSG00000172167",0.816890412899698,2.53409057384812e-18
"ENSG00000142453",0.480870537119619,2.57492310722524e-18
"ENSG00000259959",0.627739528158532,2.60751934106706e-18
"ENSG00000143867",1.70578473323273,2.61788077398987e-18
"ENSG00000229162",1.43590261356838,2.63540456739896e-18
"ENSG00000130287",2.985566208294,2.64020167356319e-18
"ENSG00000174574",0.442238613483121,2.6570611542181e-18
"ENSG00000101187",1.33958689318733,2.67268489152613e-18
"ENSG00000288018",1.19796911392151,2.73142199897031e-18
"ENSG00000126773",-0.452730093290142,2.77016429278751e-18
"ENSG00000167619",-1.71192773482706,2.77653081636462e-18
"ENSG00000148057",-0.705813723002648,2.80306478863731e-18
"ENSG00000236008",-1.23448595813644,2.86443348086842e-18
"ENSG00000151838",-2.97890194952172,2.87367763159371e-18
"ENSG00000196646",-0.476798389337668,2.88255615843675e-18
"ENSG00000173947",-1.18784190569818,2.88299060348665e-18
"ENSG00000188313",0.78285593669402,2.901913051779e-18
"ENSG00000234111",-3.00630035813318,2.93041522155289e-18
"ENSG00000254192",-1.52475230531738,2.9515811131252e-18
"ENSG00000103710",0.909206463784311,2.95361477102005e-18
"ENSG00000133773",0.445906966667624,2.97801924885839e-18
"ENSG00000147854",0.47309332805621,2.9935453951692e-18
"ENSG00000286280",2.25353601027665,2.99388186814334e-18
"ENSG00000168158",-1.47224989843844,3.03702853531414e-18
"ENSG00000198841",0.495028579220181,3.10958587666464e-18
"ENSG00000101447",1.13089403335221,3.13420171838294e-18
"ENSG00000161057",0.352347652301607,3.13784657919624e-18
"ENSG00000143340",1.31611745503869,3.17625660364627e-18
"ENSG00000011201",-1.07976811620746,3.20452866273065e-18
"ENSG00000253831",2.4283679440021,3.23545782563954e-18
"ENSG00000273920",-1.35754918474815,3.23616977443505e-18
"ENSG00000228109",1.00911183342469,3.30208607765197e-18
"ENSG00000224126",1.22975382501662,3.33478360533948e-18
"ENSG00000145103",-0.680645557586805,3.35971579393283e-18
"ENSG00000141428",0.532496999611991,3.40523956503954e-18
"ENSG00000163785",0.374485988350464,3.4275945430423e-18
"ENSG00000174963",2.2955673013748,3.43535114367966e-18
"ENSG00000250166",2.22201259878757,3.45110894411506e-18
"ENSG00000139651",-0.471868944232741,3.45756298066505e-18
"ENSG00000188542",-0.44398883254546,3.53564235324941e-18
"ENSG00000237451",-1.38090956261203,3.56221473364544e-18
"ENSG00000253154",-2.5399381385253,3.57151860520148e-18
"ENSG00000259330",0.579078248334189,3.57737916515593e-18
"ENSG00000275601",-0.994525685143565,3.58683840800324e-18
"ENSG00000140995",0.527872313765095,3.62881190988662e-18
"ENSG00000178105",0.46106919241542,3.6450942077616e-18
"ENSG00000155903",0.540003317503289,3.64781854799635e-18
"ENSG00000182541",0.609339842860338,3.71659810646727e-18
"ENSG00000266578",1.73588907058633,3.73546585824397e-18
"ENSG00000183570",1.38369922969575,3.74913632906368e-18
"ENSG00000258524",-1.48723661637124,3.78333165682262e-18
"ENSG00000171786",1.05956804905255,3.78557959042869e-18
"ENSG00000162735",-0.434510011770238,3.81088208296525e-18
"ENSG00000267274",-1.02399320925393,3.84147619159786e-18
"ENSG00000120075",-1.89474460276589,3.88329334294005e-18
"ENSG00000256061",-0.820102792141924,3.89100121809502e-18
"ENSG00000143546",2.3720128202406,3.94433744385233e-18
"ENSG00000017260",0.461176786412056,3.9580155760007e-18
"ENSG00000198756",1.27765477309314,3.96236926641638e-18
"ENSG00000272763",2.44441288199918,3.97690704047775e-18
"ENSG00000115008",1.38194041087439,4.02867908152557e-18
"ENSG00000164109",0.850697151409573,4.05888844455167e-18
"ENSG00000110330",0.4458521795017,4.0922821370329e-18
"ENSG00000172113",-0.416525849646507,4.10097158362713e-18
"ENSG00000090020",-0.520346627622825,4.14805194074148e-18
"ENSG00000234602",-1.86671170535568,4.23893773080518e-18
"ENSG00000228956",1.47621664740768,4.27758930249127e-18
"ENSG00000164659",-0.969137425383033,4.30632908023611e-18
"ENSG00000033011",-0.473124937193289,4.31005685815021e-18
"ENSG00000267414",-1.13796737658477,4.31173366811975e-18
"ENSG00000161040",1.1695664818402,4.39030189768619e-18
"ENSG00000116138",-0.459478521397444,4.41520339351882e-18
"ENSG00000142405",-1.14858088762416,4.44319724684764e-18
"ENSG00000164402",-0.528329258576642,4.45073045320237e-18
"ENSG00000211455",0.776141013199974,4.49058484159569e-18
"ENSG00000239774",-1.51897360461836,4.50500287299876e-18
"ENSG00000153446",-1.91847006598079,4.6905953693321e-18
"ENSG00000157429",-0.555985088700267,4.69202937500008e-18
"ENSG00000103199",-0.459755425433567,4.7416045267753e-18
"ENSG00000265908",-1.85371594976161,4.77235558117121e-18
"ENSG00000256084",1.81990826811302,4.78940554767268e-18
"ENSG00000272142",0.675331889264193,4.84217540671749e-18
"ENSG00000275897",-1.16745683185266,4.85838635369218e-18
"ENSG00000249593",-1.63030489670477,4.93900321501324e-18
"ENSG00000155438",0.41137645922952,4.9466696756199e-18
"ENSG00000169857",0.537180672267074,4.9924888720672e-18
"ENSG00000240682",0.540308693036786,5.00809978277105e-18
"ENSG00000213853",-0.722035366391245,5.02900405843386e-18
"ENSG00000131037",-0.911780766722619,5.03595137814505e-18
"ENSG00000287171",-1.43694571066418,5.0948421523772e-18
"ENSG00000233760",-1.76224539055381,5.18757133244043e-18
"ENSG00000156671",-0.698709364328778,5.35188028107719e-18
"ENSG00000165646",-1.41852978558698,5.35818617124555e-18
"ENSG00000200550",-0.955817666282875,5.35870774650284e-18
"ENSG00000236311",2.62376016482319,5.40425475691959e-18
"ENSG00000137563",1.13029487137347,5.56801993008724e-18
"ENSG00000279662",-1.30198253533193,5.59180703650136e-18
"ENSG00000267474",-1.08587602589592,5.64229100580343e-18
"ENSG00000186141",0.42897314098749,5.67132290739441e-18
"ENSG00000244476",-1.72576716086307,5.70534511074142e-18
"ENSG00000211893",1.77977488241067,5.70953228371849e-18
"ENSG00000275719",1.10573658865345,5.79894227012489e-18
"ENSG00000185716",-0.457203838523398,5.87433586507286e-18
"ENSG00000147140",0.341817014025467,5.91396042037964e-18
"ENSG00000168803",-0.517680777006186,5.9829739631669e-18
"ENSG00000188662",2.19494081128008,5.9829739631669e-18
"ENSG00000205060",0.458568464236618,6.12562470889821e-18
"ENSG00000138382",0.416526343736508,6.13695343811064e-18
"ENSG00000184709",-1.8506134630941,6.14872677492194e-18
"ENSG00000122591",0.875773367828889,6.15315683914499e-18
"ENSG00000215271",-0.497964644161251,6.21310341459162e-18
"ENSG00000115665",-3.1472385097618,6.24886344826129e-18
"ENSG00000140403",-0.850064648126006,6.2564363077449e-18
"ENSG00000255980",-2.02055156872916,6.2564363077449e-18
"ENSG00000149294",1.57995149794885,6.37803816685217e-18
"ENSG00000133316",0.547338213420137,6.43935696534697e-18
"ENSG00000147912",0.60632650572604,6.44465413102791e-18
"ENSG00000261786",1.9929776102035,6.48697707837838e-18
"ENSG00000133195",-0.775031208016816,6.57945982288404e-18
"ENSG00000155846",0.897487775939435,6.63667403759449e-18
"ENSG00000151348",0.455875518985038,6.71537798316345e-18
"ENSG00000150764",-0.680935000009427,6.79412220225126e-18
"ENSG00000124440",1.70298914841849,6.82652252634918e-18
"ENSG00000204576",0.45048063877962,6.82652252634918e-18
"ENSG00000255624",1.09115317307668,6.87466132693626e-18
"ENSG00000268949",1.42068423453135,6.89859200158467e-18
"ENSG00000090097",0.65238824444381,6.99047094502696e-18
"ENSG00000147955",0.585870208861362,6.99582699825774e-18
"ENSG00000114867",0.412022245125553,7.06568984243855e-18
"ENSG00000214194",0.554580488862197,7.08774260295941e-18
"ENSG00000251593",1.04726755256072,7.08774260295941e-18
"ENSG00000178127",-1.12501080210664,7.11871706703913e-18
"ENSG00000169710",-1.13765965994105,7.1619479959078e-18
"ENSG00000115828",1.1757645709889,7.17521154804897e-18
"ENSG00000009790",1.06827466243686,7.31324283913484e-18
"ENSG00000047621",0.432646671557358,7.32131056296412e-18
"ENSG00000124641",0.498625661554951,7.34068379027345e-18
"ENSG00000259570",1.30867496174471,7.44274399469865e-18
"ENSG00000163507",0.878152677541131,7.51682456783596e-18
"ENSG00000058262",0.42360452855498,7.56798384313218e-18
"ENSG00000279406",-0.862529357609901,7.59363186197464e-18
"ENSG00000250620",2.01575813657022,7.62276835562374e-18
"ENSG00000172260",-1.23483230752848,7.68672385664556e-18
"ENSG00000287051",1.39088531160976,8.00826189614021e-18
"ENSG00000179454",-0.605682157681609,8.06084924706584e-18
"ENSG00000137038",0.554392166605357,8.06525791618917e-18
"ENSG00000105520",-0.610005703415842,8.07968186173162e-18
"ENSG00000271659",1.61233995535397,8.09157832579942e-18
"ENSG00000016402",-1.38789045351758,8.11508992859866e-18
"ENSG00000258824",-0.774247299889088,8.12472910134178e-18
"ENSG00000108306",-0.85213701973685,8.15782062996252e-18
"ENSG00000168539",1.92931192777023,8.29184992510541e-18
"ENSG00000092203",-0.342923389092506,8.46302321466566e-18
"ENSG00000104879",1.28118551671561,8.46533136894316e-18
"ENSG00000259781",0.630899583678966,8.49069279274603e-18
"ENSG00000176102",0.421384342367325,8.52556553281451e-18
"ENSG00000132507",0.599799425878136,8.65397756806535e-18
"ENSG00000130921",0.451714798416056,8.66140284270564e-18
"ENSG00000267134",-3.91524162369807,8.66751217148785e-18
"ENSG00000265480",-1.52378822169655,8.68846268028066e-18
"ENSG00000077312",0.59046037525581,8.7659318847595e-18
"ENSG00000239552",-1.88049082064028,8.77307882738352e-18
"ENSG00000245849",-0.695028275070824,8.81696490660829e-18
"ENSG00000274038",1.32229463498406,8.8702928722101e-18
"ENSG00000170624",-1.02923897756137,8.92874160649772e-18
"ENSG00000111711",0.546809520778991,8.93663434073395e-18
"ENSG00000260577",1.23286398849975,8.94421707648435e-18
"ENSG00000125398",1.01263159799816,9.15519250666121e-18
"ENSG00000174442",0.526646726555402,9.19282270787132e-18
"ENSG00000287467",-1.13715218995935,9.22563466601887e-18
"ENSG00000163191",0.812632355836258,9.28686841146481e-18
"ENSG00000257271",3.49776848964542,9.28686841146481e-18
"ENSG00000070018",0.744900529040839,9.41512253337185e-18
"ENSG00000187801",0.717008687999641,9.41512253337185e-18
"ENSG00000245498",-0.843602771932484,9.41512253337185e-18
"ENSG00000055130",0.35100310505817,9.48408510158299e-18
"ENSG00000168795",0.451152308291385,9.78388142359422e-18
"ENSG00000124562",0.540798660281606,9.86998279490692e-18
"ENSG00000278231",-1.20967698910716,9.9086184914594e-18
"ENSG00000246214",-1.42550042611993,9.94421457985661e-18
"ENSG00000261821",1.71255759481874,9.94786763768358e-18
"ENSG00000272482",1.06604396013016,9.95567664735434e-18
"ENSG00000226580",2.10304897135032,9.96136756442068e-18
"ENSG00000102678",1.91467397120461,1.01991857961502e-17
"ENSG00000285653",-1.96239092917854,1.02297627687762e-17
"ENSG00000116641",0.636036006406236,1.02675857783584e-17
"ENSG00000175110",0.357064397080444,1.05885266285209e-17
"ENSG00000103043",0.45156451325373,1.06251703707602e-17
"ENSG00000124613",0.951915517069628,1.07009541360316e-17
"ENSG00000092445",0.733926792418094,1.0776963186884e-17
"ENSG00000163214",0.3735547938088,1.07824945720503e-17
"ENSG00000091513",2.00442190911404,1.08573981948544e-17
"ENSG00000111305",-1.64057336359833,1.09011461326245e-17
"ENSG00000198707",-0.633605047458121,1.09402481611227e-17
"ENSG00000110315",-0.56669995328755,1.10919761899007e-17
"ENSG00000215244",-1.19191730101309,1.11117999358076e-17
"ENSG00000166037",0.471490731710158,1.11161621616336e-17
"ENSG00000244627",0.965133415665266,1.1214252059008e-17
"ENSG00000198846",1.2762904485124,1.12220806724729e-17
"ENSG00000171903",-1.62002742477113,1.12473799961954e-17
"ENSG00000123136",0.68832630431718,1.12732066945147e-17
"ENSG00000138778",0.927449401775339,1.15960772113541e-17
"ENSG00000196364",-2.25547579545953,1.16037185795733e-17
"ENSG00000167173",0.554286989867188,1.17230445940116e-17
"ENSG00000116151",-0.665730953458492,1.17295781697793e-17
"ENSG00000235947",-1.56469231452578,1.17810461456045e-17
"ENSG00000271888",0.965639182475419,1.19969261093179e-17
"ENSG00000222035",-1.64274775734643,1.22598408115686e-17
"ENSG00000279382",-0.952101089533984,1.22598408115686e-17
"ENSG00000278921",-0.886671606292029,1.23480679627705e-17
"ENSG00000126767",0.391408016593017,1.24756381200861e-17
"ENSG00000127507",0.912707659049923,1.25263540451868e-17
"ENSG00000077235",-0.44402491425132,1.25555738749302e-17
"ENSG00000163249",0.536023709399789,1.25673994975396e-17
"ENSG00000159166",1.29587713615975,1.28936443178428e-17
"ENSG00000158470",0.606086233882783,1.29659054165389e-17
"ENSG00000175426",-2.39593905401393,1.32070707305097e-17
"ENSG00000172915",-1.04296610902162,1.33079147159537e-17
"ENSG00000157020",0.466738144092197,1.33802063345785e-17
"ENSG00000179134",0.418059014924645,1.34112246677506e-17
"ENSG00000100601",-0.403747953171598,1.35931455064868e-17
"ENSG00000164265",2.0608148230496,1.36889371075773e-17
"ENSG00000197774",-0.911869515214305,1.37271099019277e-17
"ENSG00000163026",0.385069891617274,1.37460160532701e-17
"ENSG00000228293",-2.03917729329909,1.38080879626799e-17
"ENSG00000116133",-0.838756145415475,1.38194286805528e-17
"ENSG00000077092",0.944106037338491,1.40311969444222e-17
"ENSG00000139926",-0.790666729245178,1.40670050007757e-17
"ENSG00000163141",-1.1927173553453,1.42163839376072e-17
"ENSG00000135736",0.783998866336318,1.42559156201923e-17
