"gene","log2FC","padj"
"ENSG00000236756",-0.498950975684111,1.48967280224311e-07
"ENSG00000145777",0.946042651070043,1.49987313681601e-07
"ENSG00000287236",0.800783686340817,1.50119098398415e-07
"ENSG00000182718",0.375663686319927,1.50794664533934e-07
"ENSG00000099985",0.731559294645227,1.50868203625812e-07
"ENSG00000228818",0.57771730933384,1.51340277732627e-07
"ENSG00000260911",-0.674564092947434,1.51445868983616e-07
"ENSG00000102172",0.355835610429154,1.51846687790343e-07
"ENSG00000170185",-0.315469471910884,1.52294539493639e-07
"ENSG00000204252",0.601599288237996,1.5263747325907e-07
"ENSG00000259705",0.58900677789517,1.53054369567135e-07
"ENSG00000154065",-0.728545961516874,1.53254665566583e-07
"ENSG00000177455",1.18712768786455,1.54635542511312e-07
"ENSG00000182774",0.421224835634736,1.55143146121409e-07
"ENSG00000137210",0.319701930505525,1.55232354879704e-07
"ENSG00000169126",-1.11293130023394,1.55332176617018e-07
"ENSG00000276488",-0.518162758041,1.55893712120111e-07
"ENSG00000087086",0.431492225696609,1.56114497078531e-07
"ENSG00000147408",0.512784542422959,1.56753198146017e-07
"ENSG00000232082",0.853177545275114,1.57103890585887e-07
"ENSG00000138134",0.443268009549247,1.57454086338118e-07
"ENSG00000183347",0.955151796534952,1.58321485252802e-07
"ENSG00000135625",1.26956300631365,1.58772700638708e-07
"ENSG00000171557",-2.20631780514135,1.5932520556563e-07
"ENSG00000015133",-0.413881844260352,1.60295540444569e-07
"ENSG00000120370",0.302226397560292,1.60465463098281e-07
"ENSG00000230216",-0.675986688762692,1.60590539414797e-07
"ENSG00000143106",0.288763435029573,1.60764819410178e-07
"ENSG00000273064",0.582943024549868,1.60865421056981e-07
"ENSG00000196074",-0.729365360564021,1.609025459079e-07
"ENSG00000160161",-0.731503811764189,1.61621297298983e-07
"ENSG00000262497",0.51914387339318,1.61891780261291e-07
"ENSG00000083896",-0.155735435798139,1.62090847434162e-07
"ENSG00000198752",-0.366932096340074,1.62767314466657e-07
"ENSG00000272473",-0.921125027058569,1.63341319191911e-07
"ENSG00000270332",0.636995046047477,1.63899387472938e-07
"ENSG00000162086",-0.352547351912786,1.63905577368151e-07
"ENSG00000198467",0.63399739890688,1.63953540581069e-07
"ENSG00000150990",0.292325150776366,1.64754434506981e-07
"ENSG00000120071",-0.289951898101202,1.6538415963319e-07
"ENSG00000018280",0.593829128566441,1.66252745811319e-07
"ENSG00000197150",-0.311983296202661,1.66916696916405e-07
"ENSG00000088367",-0.365337058632607,1.67211563262545e-07
"ENSG00000213096",-0.398645085033977,1.67273606021397e-07
"ENSG00000177169",-0.303378344010014,1.67385973965109e-07
"ENSG00000183778",-1.10387533912033,1.68450003447843e-07
"ENSG00000162300",0.349094648960817,1.68998746747976e-07
"ENSG00000278879",-0.864271821642758,1.69070912174161e-07
"ENSG00000149922",-0.500681484837709,1.69133569572035e-07
"ENSG00000248932",-0.409475687379091,1.70888572612241e-07
"ENSG00000235397",-0.993378420955963,1.71396311627928e-07
"ENSG00000258818",-0.666988946888872,1.71845712861285e-07
"ENSG00000254034",-0.973986559153731,1.72265516079959e-07
"ENSG00000168298",-0.998621800691083,1.72993682502744e-07
"ENSG00000197457",-0.703312845044874,1.73080477349637e-07
"ENSG00000128524",0.37884565890574,1.73190155438803e-07
"ENSG00000083099",0.282182200105597,1.73423056485423e-07
"ENSG00000188487",1.04785862673853,1.73423056485423e-07
"ENSG00000131446",0.281290284908457,1.74368844378713e-07
"ENSG00000104231",0.351676505524311,1.74541897989617e-07
"ENSG00000212695",0.679018946871596,1.75426078957032e-07
"ENSG00000229525",-0.550765355659173,1.75426078957032e-07
"ENSG00000176826",0.575441359362698,1.75879107398512e-07
"ENSG00000280388",-0.717347010292948,1.76070137429474e-07
"ENSG00000168556",-0.309869463546168,1.76668746812453e-07
"ENSG00000100889",-0.393043319843912,1.7685385979304e-07
"ENSG00000165669",-0.235590727398055,1.77134191582067e-07
"ENSG00000160862",-0.819213666382595,1.77318096874371e-07
"ENSG00000217130",0.596868701591614,1.77318096874371e-07
"ENSG00000230131",-1.1805209362859,1.77585718695245e-07
"ENSG00000284707",-0.580164678594411,1.77673023920025e-07
"ENSG00000035115",0.376785943452784,1.78433889508599e-07
"ENSG00000149295",1.16609325879575,1.78617014420457e-07
"ENSG00000162496",0.465831431941456,1.79154618008882e-07
"ENSG00000226519",0.881029584729774,1.79964855464906e-07
"ENSG00000196284",0.338818181865201,1.80009376275123e-07
"ENSG00000223842",-0.944772973779312,1.80879581011418e-07
"ENSG00000162664",0.24888627120024,1.80924787496102e-07
"ENSG00000163220",1.41037652469884,1.8150650682318e-07
"ENSG00000099783",0.20747039043119,1.81565791393493e-07
"ENSG00000245146",-0.355534403426847,1.81687656371822e-07
"ENSG00000163207",1.93995732229889,1.81703206699951e-07
"ENSG00000279841",-0.926504033669302,1.82517407359648e-07
"ENSG00000144802",-0.823481273597149,1.825928651629e-07
"ENSG00000249839",-0.978297785253499,1.83462503378952e-07
"ENSG00000169592",-0.342862385723855,1.8386881114804e-07
"ENSG00000141314",-0.984212366463613,1.84569714754497e-07
"ENSG00000170236",-0.545996104848066,1.8586948899188e-07
"ENSG00000265321",-0.504784674659864,1.87029907170525e-07
"ENSG00000272769",0.67245761676026,1.87054449902292e-07
"ENSG00000062650",-0.263425965655139,1.8744108788567e-07
"ENSG00000280537",0.680552592847057,1.87464748677904e-07
"ENSG00000101384",0.446593277434981,1.87470367582773e-07
"ENSG00000110619",0.253337282414295,1.87556722844028e-07
"ENSG00000250075",-0.814808574035764,1.87909626932802e-07
"ENSG00000257924",1.09848769378873,1.88635160707161e-07
"ENSG00000161800",0.458833624923771,1.88867970235478e-07
"ENSG00000268047",-0.707933481068817,1.89489177164276e-07
"ENSG00000116918",-0.276991909748848,1.89517162816128e-07
"ENSG00000100028",0.305325427692434,1.90488217710421e-07
"ENSG00000174021",0.477573566594431,1.91187461688677e-07
"ENSG00000136878",-0.262614224195059,1.91389930609382e-07
"ENSG00000163376",0.563044824960606,1.91868175295252e-07
"ENSG00000127980",-0.316109517697251,1.92156616622152e-07
"ENSG00000128309",0.471113168217976,1.92156616622152e-07
"ENSG00000240137",-0.425364383322175,1.92544097752857e-07
"ENSG00000116213",0.271300193144003,1.92619278226763e-07
"ENSG00000154319",-0.800199161758762,1.92939837022038e-07
"ENSG00000211677",1.13348335921244,1.93039386774099e-07
"ENSG00000066777",-0.424456375113623,1.93045316901316e-07
"ENSG00000250959",-0.47792045817593,1.93482433112907e-07
"ENSG00000215193",0.236836743719035,1.93548512567804e-07
"ENSG00000059915",-0.693167582803324,1.93710984398216e-07
"ENSG00000111732",1.29391710826096,1.94264877799854e-07
"ENSG00000184277",0.237921234780778,1.94362297710443e-07
"ENSG00000128881",-0.357987932396069,1.94642156814077e-07
"ENSG00000170345",-0.837038470675005,1.9474113858159e-07
"ENSG00000108021",0.49417945940444,1.95527212598995e-07
"ENSG00000120800",0.359791999648907,1.95732697255572e-07
"ENSG00000122390",-0.281200807293245,1.96001932411839e-07
"ENSG00000151689",0.39324149699412,1.96175569226884e-07
"ENSG00000173432",1.11621195019904,1.96622404162377e-07
"ENSG00000101440",0.707559427193884,1.97255748635826e-07
"ENSG00000163541",0.227259633568031,1.9745297355919e-07
"ENSG00000178607",-0.430259081703804,1.97709113381406e-07
"ENSG00000226251",1.16884037586157,1.98263230886064e-07
"ENSG00000100711",-0.300835326772231,1.9934542557688e-07
"ENSG00000141127",0.274087161871038,2.0006160127522e-07
"ENSG00000145241",-0.262373321854715,2.00250427606234e-07
"ENSG00000177462",-1.27540216538736,2.01570289182814e-07
"ENSG00000273302",-0.741738612912306,2.02984882983555e-07
"ENSG00000141034",0.285210756580592,2.04143705623471e-07
"ENSG00000255399",-0.586917822471039,2.04914237123566e-07
"ENSG00000124201",-0.358562877014774,2.0688954847016e-07
"ENSG00000165300",1.18803140980928,2.07169520568426e-07
"ENSG00000211638",1.39679987181315,2.09005258614026e-07
"ENSG00000171723",-0.460199088774583,2.09136884039613e-07
"ENSG00000231131",0.97977447899163,2.09162099919942e-07
"ENSG00000197008",-0.328774673529569,2.09662158569215e-07
"ENSG00000244171",0.529006531566088,2.10324753453181e-07
"ENSG00000112078",0.259966705974344,2.10553450504621e-07
"ENSG00000170791",0.395231840833428,2.10935976255596e-07
"ENSG00000256001",1.20715919699613,2.10935976255596e-07
"ENSG00000171246",-1.10488021094942,2.11010391393428e-07
"ENSG00000213967",0.613090031096648,2.11210491292119e-07
"ENSG00000064703",0.219716581090054,2.12234558497097e-07
"ENSG00000246777",0.556957540532373,2.13172137824979e-07
"ENSG00000104723",0.588998789515366,2.14016323331758e-07
"ENSG00000287188",-0.799884624826544,2.15522272115118e-07
"ENSG00000132840",0.68899739548285,2.15598256623553e-07
"ENSG00000226957",-0.843600351419133,2.16958095959343e-07
"ENSG00000241685",0.409122431813437,2.18026377196984e-07
"ENSG00000145850",0.904202264188596,2.18286388582952e-07
"ENSG00000250138",-0.817376527031576,2.18425143961697e-07
"ENSG00000223648",1.35919920040858,2.19191643796173e-07
"ENSG00000179397",-0.502903133851798,2.20270984571141e-07
"ENSG00000236255",-0.49471937461751,2.20369916559885e-07
"ENSG00000088035",0.297755384170193,2.21092535234947e-07
"ENSG00000267264",0.708072815633493,2.21469596003056e-07
"ENSG00000272264",-0.651656890622112,2.21605584220246e-07
"ENSG00000155542",-0.405901993375915,2.22012342149134e-07
"ENSG00000162994",-0.408344849220711,2.22153290920711e-07
"ENSG00000227242",1.09319346287767,2.23894382098359e-07
"ENSG00000226445",0.566935495347002,2.25033567036402e-07
"ENSG00000186818",0.579308281848711,2.25087160030674e-07
"ENSG00000257058",-0.705190552054113,2.25150132849013e-07
"ENSG00000137434",0.578063314325184,2.25715302920022e-07
"ENSG00000076662",0.765787985402535,2.25849244827475e-07
"ENSG00000180596",-0.844867333199523,2.26168945457978e-07
"ENSG00000233251",-0.930085212322897,2.26168945457978e-07
"ENSG00000158122",0.309448766022848,2.26303953048698e-07
"ENSG00000138964",0.529524561854985,2.26968292864042e-07
"ENSG00000196388",-0.471836819920511,2.27270638871378e-07
"ENSG00000269289",-1.11399476152052,2.27270638871378e-07
"ENSG00000204965",-1.03488602241272,2.27475450784248e-07
"ENSG00000080822",0.2525462812302,2.27765273267166e-07
"ENSG00000204599",0.212354032839913,2.27782202163214e-07
"ENSG00000227388",-0.684054654989924,2.27782202163214e-07
"ENSG00000125257",0.716361888036649,2.28322732634874e-07
"ENSG00000118308",0.599003011681516,2.28404342189974e-07
"ENSG00000242797",-0.938859334736785,2.30040262205465e-07
"ENSG00000143554",-0.443853466090627,2.30127921919588e-07
"ENSG00000266947",0.608325120008558,2.31322620352546e-07
"ENSG00000170027",0.267401676783364,2.31903724593249e-07
"ENSG00000188089",1.61703509878941,2.31909100577181e-07
"ENSG00000101596",0.373600695619389,2.32015323033508e-07
"ENSG00000235726",-1.12234624373971,2.32510778751138e-07
"ENSG00000211782",1.02137920913625,2.32787299393258e-07
"ENSG00000180209",0.726625058132828,2.33475434602252e-07
"ENSG00000257591",-0.52930004580855,2.34299137030664e-07
"ENSG00000229644",0.731552582394625,2.35363499921337e-07
"ENSG00000189043",0.338304463045945,2.35383665610291e-07
"ENSG00000240671",1.27133961136517,2.35533180371561e-07
"ENSG00000144596",0.608225007218328,2.36225518654878e-07
"ENSG00000215045",-0.513991978163656,2.37183518400403e-07
"ENSG00000102119",0.285454924735768,2.37237277019993e-07
"ENSG00000124191",0.667740818570365,2.3759181122429e-07
"ENSG00000279880",-0.775768754506466,2.37978548092408e-07
"ENSG00000261669",-0.721980494455106,2.38673655247535e-07
"ENSG00000286791",1.20561166899911,2.39151853550386e-07
"ENSG00000136824",0.381908702875944,2.39388568635874e-07
"ENSG00000146966",0.557319584649793,2.39552488469402e-07
"ENSG00000254610",-0.939206771164052,2.39800661884738e-07
"ENSG00000236548",0.729530836827749,2.40475703791267e-07
"ENSG00000180264",-1.49558527938059,2.40582544230623e-07
"ENSG00000254973",-0.587243403292591,2.40808388246968e-07
"ENSG00000276715",-1.41215899993184,2.40873988439033e-07
"ENSG00000235238",0.493531797731264,2.42370651301614e-07
"ENSG00000287091",0.474296358244973,2.4314816296975e-07
"ENSG00000258732",1.16268573866739,2.43552968232659e-07
"ENSG00000122952",0.487116297720436,2.45043801488461e-07
"ENSG00000100387",0.314577052596868,2.45435347658691e-07
"ENSG00000100285",1.00919449529746,2.47671005803727e-07
"ENSG00000254485",0.862402096041891,2.49569939406873e-07
"ENSG00000181027",0.240792802628815,2.51402247194531e-07
"ENSG00000224373",1.22005998804365,2.51491333394049e-07
"ENSG00000276030",-0.769234026732561,2.52217070444812e-07
"ENSG00000135480",0.86306427450589,2.54415960593508e-07
"ENSG00000100350",0.415478359839797,2.54460418813483e-07
"ENSG00000150403",-0.389409243863909,2.55254712196528e-07
"ENSG00000004846",-1.11013006021059,2.56932649749191e-07
"ENSG00000157045",0.293060019287195,2.5833792744745e-07
"ENSG00000143434",0.502637872408232,2.60270703261886e-07
"ENSG00000102924",-1.04425031070634,2.60626001907501e-07
"ENSG00000261754",-0.727060653081042,2.6111813428195e-07
"ENSG00000100926",-0.248847603083796,2.62289566942426e-07
"ENSG00000196724",-0.46190935242955,2.6473828169183e-07
"ENSG00000130939",0.265432622868512,2.65134975599432e-07
"ENSG00000240889",0.414834083006632,2.65359581921693e-07
"ENSG00000087253",0.463665781323867,2.65706869738973e-07
"ENSG00000259490",1.25785014783848,2.67696467240746e-07
"ENSG00000196118",-0.63400604336997,2.68091341677688e-07
"ENSG00000244482",0.613858192842311,2.68130159074734e-07
"ENSG00000072958",0.23990175788385,2.68517460842821e-07
"ENSG00000218281",-1.32323523714988,2.68693736375702e-07
"ENSG00000286529",-0.595973220243357,2.69192305711584e-07
"ENSG00000279434",-0.432452021070376,2.69208198973873e-07
"ENSG00000198681",-2.48324453702959,2.704150989037e-07
"ENSG00000127564",0.607397764542131,2.71058475579342e-07
"ENSG00000211645",1.05836413251044,2.71751752482392e-07
"ENSG00000102753",0.28518235958861,2.72108538405971e-07
"ENSG00000171135",0.304302129925433,2.72108538405971e-07
"ENSG00000228323",-0.691334499608535,2.72108538405971e-07
"ENSG00000069509",-0.318692696838427,2.73773343299566e-07
"ENSG00000278311",-0.204883332391211,2.73773343299566e-07
"ENSG00000196588",0.241486751052573,2.74111553733877e-07
"ENSG00000159202",-0.328234282127298,2.74431124722781e-07
"ENSG00000266643",-0.721020959251762,2.75196174212686e-07
"ENSG00000115306",0.336548707878877,2.75513007760017e-07
"ENSG00000117385",0.388799921954925,2.76278764344534e-07
"ENSG00000166454",0.251172077613663,2.76652931283416e-07
"ENSG00000233999",1.18763917871215,2.76997109287602e-07
"ENSG00000077458",0.30997828012057,2.77182088387511e-07
"ENSG00000179833",0.330962015132951,2.77340635401998e-07
"ENSG00000167476",1.05365102162092,2.77733883746305e-07
"ENSG00000173406",-1.04160504127906,2.78614031419082e-07
"ENSG00000078140",-0.251152998680742,2.80365107919851e-07
"ENSG00000061676",0.285845581152167,2.80440468947361e-07
"ENSG00000170275",-0.253884174696389,2.81150104294644e-07
"ENSG00000166839",0.354412757844044,2.82319069434765e-07
"ENSG00000081377",0.438171176208206,2.82961750874639e-07
"ENSG00000134253",-0.488076607404138,2.83101295475813e-07
"ENSG00000287223",-1.22903901097651,2.8386446565534e-07
"ENSG00000136699",0.243440341397026,2.83895338822174e-07
"ENSG00000169180",0.224618949497752,2.83920669967241e-07
"ENSG00000253485",-0.759256806454845,2.84252274650232e-07
"ENSG00000071462",0.309571347163148,2.84266507300585e-07
"ENSG00000123636",-0.374202859706974,2.84718068566163e-07
"ENSG00000253552",0.652330417698315,2.85578002729893e-07
"ENSG00000259408",0.576717444521634,2.87215428802229e-07
"ENSG00000111215",0.60892221450311,2.87524891606321e-07
"ENSG00000276691",-0.776139776781401,2.87691094502123e-07
"ENSG00000234705",-0.646241832915696,2.8825594579691e-07
"ENSG00000175806",0.420297946945661,2.8830647535275e-07
"ENSG00000176749",0.516720199633524,2.88930574613079e-07
"ENSG00000200253",-0.601137980185418,2.89704711382023e-07
"ENSG00000278989",-0.658990410867459,2.89907467580194e-07
"ENSG00000269113",-0.792041771328204,2.90702400410458e-07
"ENSG00000224914",-0.363970523430459,2.92300371709244e-07
"ENSG00000153207",0.325376733502931,2.92957484445477e-07
"ENSG00000169836",-1.40937030189812,2.93520931929398e-07
"ENSG00000175467",0.394436750469643,2.93561192362129e-07
"ENSG00000136010",0.598050058647796,2.93884627321521e-07
"ENSG00000133275",0.320867741066174,2.93982923855133e-07
"ENSG00000276832",0.689916176659131,2.96094425677374e-07
"ENSG00000116254",0.989946538923142,2.96389226788268e-07
"ENSG00000254632",-1.37585130544673,2.98460494964391e-07
"ENSG00000128262",0.731335587785466,2.98576133329875e-07
"ENSG00000158828",-0.324957311809798,2.99476686360687e-07
"ENSG00000286572",-0.828494361078505,2.99842595871359e-07
"ENSG00000048462",1.06032705465566,3.0017473152273e-07
"ENSG00000248936",-0.596116928567767,3.00531445795781e-07
"ENSG00000227963",0.412782407255005,3.01404969052212e-07
"ENSG00000254363",-0.683563745784211,3.01417308707739e-07
"ENSG00000172890",-0.382780434597231,3.01895396909798e-07
"ENSG00000123159",0.400631810285779,3.02309057826909e-07
"ENSG00000253161",-0.7082649663007,3.02564171602675e-07
"ENSG00000244227",-0.841695106775076,3.03645801502677e-07
"ENSG00000102081",0.270000416546834,3.03886741344779e-07
"ENSG00000079308",-0.436469957059149,3.03894632676828e-07
"ENSG00000223313",-0.522490094324642,3.06222514168623e-07
"ENSG00000100941",0.214612433830903,3.0730164908425e-07
"ENSG00000225083",-0.740743248043199,3.08663946712735e-07
"ENSG00000258647",-0.89743295966695,3.10333912370959e-07
"ENSG00000198720",0.551969879768041,3.14172492726317e-07
"ENSG00000278784",-0.367434171042876,3.14466229212899e-07
"ENSG00000279133",-0.604492861145887,3.14466229212899e-07
"ENSG00000151304",-0.291119334143446,3.14729568498156e-07
"ENSG00000166268",-0.843713355919747,3.1558357662947e-07
"ENSG00000278195",1.0042546217069,3.15812879373401e-07
"ENSG00000238141",-0.852740180336066,3.15963701419268e-07
"ENSG00000148690",-0.265648404852651,3.16875312635969e-07
"ENSG00000226252",-0.810517683629256,3.17070954868961e-07
"ENSG00000119640",0.352632010875911,3.17359482543089e-07
"ENSG00000168439",0.342512188791219,3.18847988918806e-07
"ENSG00000223345",0.917069967497834,3.18896436825899e-07
"ENSG00000229727",0.766690827827631,3.20596106386913e-07
"ENSG00000165168",0.60858819975243,3.2064816321598e-07
"ENSG00000266983",-0.644634677457623,3.20939012504073e-07
"ENSG00000197561",-1.12158053852203,3.24956642847243e-07
"ENSG00000107562",-0.547579162483606,3.25652425722092e-07
"ENSG00000198945",0.354293375478457,3.26147018409058e-07
"ENSG00000257594",-0.745602715051634,3.28282408196726e-07
"ENSG00000233515",1.51629998959188,3.28428575440055e-07
"ENSG00000284648",-1.15484148658386,3.28697262164575e-07
"ENSG00000137225",-0.65263181521562,3.30151260240682e-07
"ENSG00000256940",0.689410442133618,3.31648179134458e-07
"ENSG00000172780",0.486237120789752,3.33027360679989e-07
"ENSG00000116171",-0.290934468276397,3.332213779227e-07
"ENSG00000285694",-1.17104204208186,3.33242329003106e-07
"ENSG00000175489",0.468088111620409,3.33483446297074e-07
"ENSG00000265293",-1.0832337018969,3.33502235161931e-07
"ENSG00000171714",-1.07808877904198,3.33585476578118e-07
"ENSG00000221963",0.509731782104662,3.33894937410555e-07
"ENSG00000152056",0.426940135994815,3.34191403540067e-07
"ENSG00000013725",0.714414483035252,3.40108385853232e-07
"ENSG00000256806",0.375481605991477,3.41970392048031e-07
"ENSG00000137968",-1.0060099804072,3.42763532069881e-07
"ENSG00000275212",-1.01958208471439,3.4292272060385e-07
"ENSG00000014138",0.446167703815748,3.4447751373465e-07
"ENSG00000156515",-0.274310453700202,3.44902910866545e-07
"ENSG00000102401",-0.315951437850129,3.46749341563461e-07
"ENSG00000278703",-0.634942471870077,3.47207202223279e-07
"ENSG00000148158",-0.318205484497689,3.47895814506782e-07
"ENSG00000119801",-0.197219226124942,3.48093742061419e-07
"ENSG00000211632",1.16583155794491,3.48602868977928e-07
"ENSG00000284610",0.716097864410097,3.49637088304523e-07
"ENSG00000151117",-0.577421149889207,3.49641107432259e-07
"ENSG00000127129",0.886723570364334,3.50527170177148e-07
"ENSG00000185813",0.395963215359396,3.51231148203123e-07
"ENSG00000260743",0.539111528428199,3.51231148203123e-07
"ENSG00000263368",-1.17059289606133,3.51231148203123e-07
"ENSG00000277587",-0.892888802096783,3.52745510079897e-07
"ENSG00000247095",0.670317037070853,3.54694162123137e-07
"ENSG00000247877",-0.806980386034292,3.5704525963979e-07
"ENSG00000105771",0.267260664415114,3.59133782683388e-07
"ENSG00000125457",-0.334626228339803,3.59634732178888e-07
"ENSG00000147168",0.767343963104594,3.61773014447605e-07
"ENSG00000223901",-0.821606295427964,3.63215931714917e-07
"ENSG00000070950",0.29005472887989,3.67466861779272e-07
"ENSG00000161249",0.867848649191657,3.67535326687265e-07
"ENSG00000238243",-0.958371405122416,3.67743209879005e-07
"ENSG00000180245",-0.610798812172369,3.6840804651648e-07
"ENSG00000100592",-0.345215469228854,3.68546984025177e-07
"ENSG00000066135",0.239163455608241,3.69772309842314e-07
"ENSG00000231767",0.618417040067639,3.70037178359268e-07
"ENSG00000197182",-0.741389803900054,3.71455033853686e-07
"ENSG00000163600",0.883642649681896,3.7235978979083e-07
"ENSG00000244468",-1.6005766619208,3.72593287671676e-07
"ENSG00000106070",0.386986520518648,3.72837550722695e-07
"ENSG00000154957",-0.283889061964545,3.73528784024971e-07
"ENSG00000197885",-0.278662606214424,3.75850232199632e-07
"ENSG00000101144",0.987416127597953,3.7685989168776e-07
"ENSG00000072134",-0.418731913824438,3.77886195670965e-07
"ENSG00000167977",0.293935278308502,3.78011394761609e-07
"ENSG00000180855",-0.337808788227696,3.78963982983815e-07
"ENSG00000285287",-0.789998986063089,3.79177630325308e-07
"ENSG00000147604",0.397447159597637,3.79335449879391e-07
"ENSG00000184162",0.356986698169859,3.81101693243081e-07
"ENSG00000055732",0.79355628116811,3.84180027679639e-07
"ENSG00000140395",-0.255300574751506,3.84341157655214e-07
"ENSG00000248238",2.1659174414304,3.85544323300617e-07
"ENSG00000184208",0.290243577225238,3.86293344719677e-07
"ENSG00000255650",-0.771828571489445,3.86800173844158e-07
"ENSG00000197372",-0.360848990545921,3.87930325682589e-07
"ENSG00000119771",0.642923099569052,3.8957413035171e-07
"ENSG00000005243",-0.54905831066572,3.89719748432419e-07
"ENSG00000182327",-0.564457331301302,3.9080059402175e-07
"ENSG00000074706",0.640613991566991,3.94035984009886e-07
"ENSG00000172936",0.259638103131224,3.95052601180825e-07
"ENSG00000160318",0.698601924244992,3.95811188718777e-07
"ENSG00000253767",-1.01531988698822,3.9683733676833e-07
"ENSG00000207697",-0.640445703383875,3.9855033171935e-07
"ENSG00000253102",0.838177603106966,3.99021851622545e-07
"ENSG00000117560",0.819192481902335,3.99514533553e-07
"ENSG00000182220",-0.261329964124796,3.99525479681616e-07
"ENSG00000136280",0.330360829091415,3.9961368188425e-07
"ENSG00000228878",-0.416423775410933,3.99948150762346e-07
"ENSG00000138646",0.66581877580379,4.00145479964712e-07
"ENSG00000185651",0.258637351183921,4.01014764082793e-07
"ENSG00000214269",0.567174463131182,4.01514956377462e-07
"ENSG00000170854",0.400415107689364,4.0388340513561e-07
"ENSG00000119820",0.217886827335476,4.04244506208712e-07
"ENSG00000173198",-0.625050136321094,4.05216394878584e-07
"ENSG00000167685",-0.370921820161832,4.08312382621515e-07
"ENSG00000115541",0.445084892734512,4.08610571252811e-07
"ENSG00000198791",0.301600387486524,4.11388688278199e-07
"ENSG00000259706",0.490854647378434,4.11833205735905e-07
"ENSG00000287562",0.491738357101125,4.1612274667096e-07
"ENSG00000183735",-0.251334416475774,4.16273341172141e-07
"ENSG00000280219",-0.685211215955519,4.17171054153157e-07
"ENSG00000246582",0.457805621989701,4.17172607822576e-07
"ENSG00000125703",0.233738694222851,4.18770403775223e-07
"ENSG00000167751",-1.2423042857112,4.19812394185094e-07
"ENSG00000111837",-0.715132328328764,4.21782135120148e-07
"ENSG00000269560",-0.879006399355181,4.23344577396399e-07
"ENSG00000177576",-0.343990075824518,4.23507219418e-07
"ENSG00000165724",0.341410335923673,4.24119613645139e-07
"ENSG00000143315",-0.284557330890419,4.24863142404311e-07
"ENSG00000263535",0.613511349787216,4.2602418501129e-07
"ENSG00000164366",-0.240101555097021,4.26227338993764e-07
"ENSG00000259215",-0.632112256610226,4.26625462760635e-07
"ENSG00000136848",0.347364382643195,4.26699942123445e-07
"ENSG00000258568",0.488028658825721,4.28817512009353e-07
"ENSG00000169084",-0.307042844819816,4.29403259180215e-07
"ENSG00000253481",1.39684725438746,4.30401860585382e-07
"ENSG00000101160",0.381962504694602,4.31308197287575e-07
"ENSG00000178982",0.357891084258292,4.31308197287575e-07
"ENSG00000224546",-0.451007802578857,4.32387784669954e-07
"ENSG00000283897",-0.52402636932385,4.33193962755095e-07
"ENSG00000141452",0.225615174946633,4.34550721597228e-07
"ENSG00000172116",0.822553601885161,4.3597669276349e-07
"ENSG00000100577",-0.439324652535758,4.36482161324779e-07
"ENSG00000135535",-0.369349580643916,4.37822784275819e-07
"ENSG00000232453",0.403612238514886,4.38082710027923e-07
"ENSG00000007216",-1.24316040429233,4.40281351606779e-07
"ENSG00000272444",-0.589377390698583,4.41184187437967e-07
"ENSG00000273521",-0.76229597275531,4.41291662804066e-07
"ENSG00000253525",1.44707072386136,4.42342450879129e-07
"ENSG00000174697",-1.40437269503949,4.42962015396972e-07
"ENSG00000279712",-1.32357348085385,4.48460806201132e-07
"ENSG00000287721",-0.594033571602464,4.49449229301569e-07
"ENSG00000275092",0.830813485917617,4.49560116851959e-07
"ENSG00000163082",0.860795547561747,4.49774068294294e-07
"ENSG00000170899",0.521643730364504,4.5049767452497e-07
"ENSG00000268916",2.11849082757071,4.52646987836615e-07
"ENSG00000198948",0.649640649656648,4.52704144566129e-07
"ENSG00000175445",0.844984558820735,4.54192935311172e-07
"ENSG00000267796",0.37852346432067,4.5487677848498e-07
"ENSG00000256596",0.715938685482188,4.55337537897379e-07
"ENSG00000272491",-0.776220097311995,4.57422409278731e-07
"ENSG00000165832",-0.304160384353084,4.58061118972128e-07
"ENSG00000137766",-1.00780866151166,4.58681023339202e-07
"ENSG00000103168",0.348336004615421,4.59827008298247e-07
"ENSG00000134539",0.705835784411584,4.59946434614886e-07
"ENSG00000135245",0.483687577909704,4.61017123779426e-07
"ENSG00000028137",0.499313128458366,4.62103740843518e-07
"ENSG00000131845",-0.333022817108347,4.63474920104269e-07
"ENSG00000223797",-0.406659809854828,4.63626678433674e-07
"ENSG00000125384",-0.79172629577264,4.64125212553683e-07
"ENSG00000172215",0.714920035994159,4.64125212553683e-07
"ENSG00000167264",0.323778736355346,4.64928230871503e-07
"ENSG00000263834",-0.797411920167931,4.65136444019523e-07
"ENSG00000198690",-0.337164127560262,4.66458700194942e-07
"ENSG00000164877",-0.451563068634176,4.67765419034381e-07
"ENSG00000275734",0.366402594321042,4.68061696776737e-07
"ENSG00000151725",0.493362933674684,4.69472232774065e-07
"ENSG00000254369",0.916364939820414,4.70010901292328e-07
"ENSG00000223564",-1.59865977143055,4.70228406332164e-07
"ENSG00000105443",-0.297121499027937,4.70521314788466e-07
"ENSG00000144909",0.244598835372865,4.71357136241084e-07
"ENSG00000131849",-0.396118019353907,4.72316092121162e-07
"ENSG00000233797",0.906692965185749,4.74039022352251e-07
"ENSG00000259475",-0.969877353293779,4.7425021508843e-07
